numero_questao,enunciado,alternativas
56,"A obtenção de sistemas coloidais estáveis depende 
das interações entre as partículas dispersas e o meio 
onde se encontram. Em um sistema coloidal aquoso, 
cujas partículas são hidrofílicas, a adição de um solvente 
orgânico miscível em água, como etanol, desestabiliza 
o coloide, podendo ocorrer a agregação das partículas 
preliminarmente dispersas.
A desestabilização provocada pelo etanol ocorre porque","A: a polaridade da água no sistema coloidal é reduzida.; B: as cargas superficiais das partículas coloidais são 
diminuídas.; C: as camadas de solvatação de água nas partículas 
são diminuídas.; D: o processo de miscibilidade da água e do solvente 
libera calor para o meio.; E: a intensidade dos movimentos brownianos das 
partículas coloidais é reduzida."
57,"Dentre outras características, uma determinada 
vegetação apresenta folhas durante três a quatro meses 
ao ano, com limbo reduzido, mecanismo rápido de 
abertura e fechamento dos estômatos e caule suculento. 
Essas são algumas características adaptativas das 
plantas ao bioma onde se encontram.
Que fator ambiental é o responsável pela ocorrência 
dessas características adaptativas?",A: Escassez de nutrientes no solo.; B: Estratificação da vegetação.; C: Elevada insolação.; D: Baixo pH do solo.; E: Escassez de água.
58,"O avanço tecnológico da medicina propicia o 
desenvolvimento de tratamento para diversas doenças, 
como as relacionadas à visão. As correções que utilizam 
laser para o tratamento da miopia são consideradas 
seguras até 12 dioptrias, dependendo da espessura e 
curvatura da córnea. Para valores de dioptria superiores a 
esse, o implante de lentes intraoculares é mais indicado. 
Essas lentes, conhecidas como lentes fácicas (LF), são 
implantadas junto à córnea, antecedendo o cristalino (C), 
sem que esse precise ser removido, formando a imagem 
correta sobre a retina (R).
O comportamento de um feixe de luz incidindo no olho 
que possui um implante de lentes fácicas para correção 
do problema de visão apresentado é esquematizado por","A: LF     C               R; B: LF     C               R; C: LF     C               R; D: LF     C               R; E: LF     C               R"
59,"O papel tem na celulose sua matéria-prima, e uma das etapas de sua produção é o branqueamento, que visa 
remover a lignina da celulose. Diferentes processos de branqueamento usam, por exemplo, cloro (Cl2), hipoclorito 
de sódio (NaClO), oxigênio (O2), ozônio (O3) ou peróxido de hidrogênio (H2O2). Alguns processos de branqueamento 
levam à formação de compostos organoclorados. São apresentadas as estruturas de um fragmento da lignina e do 
tetracloroguaiacol, um dos organoclorados formados no processo de branqueamento.
CH O
CH O
CH O
Fragmento da Lignina
CHOH
CH
CH
CH
O
CHOH
CH
CH
CH
CH
CH
CH OH
CH OH
CH
CH OH
CH OH
OCH
OCH
OCH
OCH
OCH
2
2
3
O
O
O
O
O
OH
CI
CI
CI
CI
OCH
Tetracloroguaiacol
SANTOS, C. P. et al. Papel: como se fabrica? Química Nova na Escola, n. 14, 2001 (adaptado).
Os reagentes capazes de levar à formação de organoclorados no processo citado são","A: O2 e O3.; B: Cl2 e O2.; C: H2O2 e Cl2.; D: NaClO e O3.; E: NaClO e Cl2."
60,"A remoção de petróleo derramado em ecossistemas 
marinhos é complexa e muitas vezes envolve a adição de 
mais sustâncias ao ambiente. Para facilitar o processo de 
recuperação dessas áreas, pesquisadores têm estudado 
a bioquímica de bactérias encontradas em locais sujeitos 
a esse tipo de impacto. Eles verificaram que algumas 
dessas espécies utilizam as moléculas de hidrocarbonetos 
como fonte energética, atuando como biorremediadores, 
removendo o óleo do ambiente.
KREPSKY, N.; SILVA SOBRINHO, F.; CRAPEZ, M. A. C. 
Ciência Hoje, n. 223, jan.-fev. 2006 (adaptado).
Para serem eficientes no processo de biorremediação 
citado, as espécies escolhidas devem possuir","A: células flageladas, que capturem as partículas de 
óleo presentes na água.; B: altas taxas de mutação, para se adaptarem ao 
ambiente impactado pelo óleo.; C: enzimas, que catalisem reações de quebra das 
moléculas constituintes do óleo.; D: parede celular espessa, que impossibilite que as 
bactérias se contaminem com o óleo.; E: capacidade de fotossíntese, que possibilite a liberação 
de oxigênio para a renovação do ambiente poluído."
61,"Os calcários são materiais compostos por carbonato 
de cálcio, que podem atuar como sorventes do dióxido 
de enxofre (SO2), um importante poluente atmosférico. 
As reações envolvidas no processo são a ativação do 
calcário, por meio de calcinação, e a fixação do SO2 com 
a formação de um sal de cálcio, como ilustrado pelas 
equações químicas simplificadas.
CaCO3 
calor  CaO + CO2
CaO + SO2 + 1
2  O2 
 Sal de cálcio
Considerando-se as reações envolvidas nesse processo 
de dessulfurização, a fórmula química do sal de cálcio 
corresponde a",A: CaSO3.; B: CaSO4.; C: CaS2O8.; D: CaSO2.; E: CaS2O7.
62,"Uma enzima foi retirada de um dos órgãos do sistema 
digestório de um cachorro e, após ser purificada, foi 
diluída em solução fisiológica e distribuída em três tubos 
de ensaio com os seguintes conteúdos:
•	 Tubo 1: carne
•	 Tubo 2: macarrão
•	 Tubo 3: banha
Em todos os tubos foi adicionado ácido clorídrico (HCl), 
e o pH da solução baixou para um valor próximo a 2. Além 
disso, os tubos foram mantidos por duas horas a uma 
temperatura de 37 °C. A digestão do alimento ocorreu 
somente no tubo 1.
De qual órgão do cachorro a enzima foi retirada?",A: Fígado.; B: Pâncreas.; C: Estômago.; D: Vesícula biliar.; E: Intestino delgado.
63,"Observações astronômicas indicam que no centro 
de nossa galáxia, a Via Láctea, provavelmente exista um 
buraco negro cuja massa é igual a milhares de vezes a 
massa do Sol. Uma técnica simples para estimar a massa 
desse buraco negro consiste em observar algum objeto 
que orbite ao seu redor e medir o período de uma rotação 
completa, T, bem como o raio médio, R, da órbita do objeto, 
que supostamente se desloca, com boa aproximação, em 
movimento circular uniforme. Nessa situação, considere 
que a força resultante, devido ao movimento circular, é 
igual, em magnitude, à força gravitacional que o buraco 
negro exerce sobre o objeto.
A partir do conhecimento do período de rotação, da 
distância média e da constante gravitacional, G, a massa 
do buraco negro é","A: 4p2R 2
GT 
.; B: p2R 3
2GT 
.; C: 2p2R 3
GT 
.; D: 4p2R 3
GT 
.; E: p2R 5
GT 
."
64,"As superbactérias respondem por um número crescente de infecções e mortes em todo o mundo. O termo 
superbactérias é atribuído às bactérias que apresentam resistência a praticamente todos os antibióticos. Dessa forma, 
no organismo de um paciente, a população de uma espécie bacteriana patogênica pode ser constituída principalmente 
por bactérias sensíveis a antibióticos usuais e por um número reduzido de superbactérias que, por mutação ou 
intercâmbio de material genético, tornaram-se resistentes aos antibióticos existentes.
FERREIRA, F. A.; CRUZ, R. S.; FIGUEIREDO, A. M. S. Superbactérias: o problema mundial da resistência a antibióticos. Ciência Hoje, n. 287, nov. 2011 (adaptado).
Qual figura representa o comportamento populacional das bactérias ao longo de uma semana de tratamento 
com um antibiótico comum?","A: 1      2      3      4     5      6      7
Dias de tratamento
Densidade populacional
I
II
I - Bactérias sensíveis ao antibiótico
II -  Bactérias resistentes ao antibiótico; B: 1      2      3      4     5      6      7
I
II
Dias de tratamento
Densidade populacional
I - Bactérias sensíveis ao antibiótico
II -  Bactérias resistentes ao antibiótico; C: 1      2      3      4     5      6      7
I
II
Dias de tratamento
Densidade populacional
I - Bactérias sensíveis ao antibiótico
II -  Bactérias resistentes ao antibiótico; D: 1      2      3      4     5      6      7
I
II
Dias de tratamento
Densidade populacional
I - Bactérias sensíveis ao antibiótico
II -  Bactérias resistentes ao antibiótico; E: 1      2      3      4     5      6      7
I
II
Dias de tratamento
Densidade populacional
I - Bactérias sensíveis ao antibiótico
II -  Bactérias resistentes ao antibiótico"
65,"Em altos-fornos siderúrgicos, as temperaturas acima 
de 600 °C são mensuradas por meio de pirômetros óticos. 
Esses dispositivos apresentam a vantagem de medir a 
temperatura de um objeto aquecido sem necessidade 
de contato. Dentro de um pirômetro ótico, um filamento 
metálico é aquecido pela passagem de corrente elétrica 
até que sua cor seja a mesma que a do objeto aquecido 
em observação. Nessa condição, a temperatura 
conhecida do filamento é idêntica à do objeto aquecido 
em observação.
Disponível em: www.if.usp.br. Acesso em: 4 ago. 2012 (adaptado).
A propriedade da radiação eletromagnética avaliada 
nesse processo é a",A: amplitude.; B: coerência.; C: frequência.; D: intensidade.; E: velocidade.
66,"A 
fenilcetonúria 
é 
uma 
doença 
hereditária 
autossômica recessiva, associada à mutação do 
gene PAH, que limita a metabolização do aminoácido 
fenilalanina. Por isso, é obrigatório, por lei, que 
as embalagens de alimentos, como refrigerantes 
dietéticos, informem a presença de fenilalanina em sua 
composição. Uma mulher portadora de mutação para 
o gene PAH tem três filhos normais, com um homem 
normal, cujo pai sofria de fenilcetonúria, devido à 
mesma mutação no gene PAH encontrada em um dos 
alelos da mulher.
Qual a probabilidade de a quarta criança gerada por 
esses pais apresentar fenilcetonúria?","A: 0%; B: 12,5%; C: 25%; D: 50%; E: 75%"
67,"Num sistema de freio convencional, as rodas do 
carro travam e os pneus derrapam no solo, caso a força 
exercida sobre o pedal seja muito intensa. O sistema 
ABS evita o travamento das rodas, mantendo a força de 
atrito no seu valor estático máximo, sem derrapagem. 
O coeficiente de atrito estático da borracha em contato 
com o concreto vale µe = 1,0 e o coeficiente de atrito 
cinético para o mesmo par de materiais é µc = 0,75. Dois 
carros, com velocidades iniciais iguais a 108 km/h, iniciam 
a frenagem numa estrada perfeitamente horizontal de 
concreto no mesmo ponto. O carro 1 tem sistema ABS e 
utiliza a força de atrito estática máxima para a frenagem; 
já o carro 2 trava as rodas, de maneira que a força de 
atrito efetiva é a cinética. Considere g = 10 m/s2.
As distâncias, medidas a partir do ponto em que iniciam 
a frenagem, que os carros 1 (d1) e 2 (d2) percorrem até 
parar são, respectivamente,","A: d1 = 45 m e d2 = 60 m.; B: d1 = 60 m e d2 = 45 m.; C: d1 = 90 m e d2 = 120 m.; D: d1 = 5,8×102 m e d2 = 7,8×102 m.; E: d1 = 7,8×102 m e d2 = 5,8×102 m."
68,"Cinco indústrias de ramos diferentes foram instaladas 
ao longo do curso de um rio. O descarte dos efluentes 
dessas indústrias acarreta impacto na qualidade de suas 
águas. O pH foi determinado em diferentes pontos desse 
rio, a 25 °C, e os resultados são apresentados no quadro.
Pontos de coleta
Valor do pH
Antes da primeira indústria
5,5
Entre a primeira e a segunda indústria
5,5
Entre a segunda e a terceira indústria
7,5
Entre a terceira e a quarta indústria
7,0
Entre a quarta e a quinta indústria
7,0
Após a quinta indústria
6,5
A indústria que descarta um efluente com características 
básicas é a","A: primeira.; B: segunda.; C: terceira.; D: quarta.; E: quinta."
69,"O poli(ácido lático) ou PLA é um material de interesse tecnológico por ser um polímero biodegradável e bioabsorvível. 
O ácido lático, um metabólito comum no organismo humano, é a matéria-prima para produção do PLA, de acordo com 
a equação química simplificada:
Ácido d/l-lático
100 ≤ n ≤ 10 000
polimerização
HO
HO
HO
O
O
O
HO
O
CH
CH
CH
CH
O
O
n
Que tipo de polímero de condensação é formado nessa reação?",A: Poliéster.; B: Polivinila.; C: Poliamida.; D: Poliuretana.; E: Policarbonato.
70,"O alumínio é um metal bastante versátil, pois, a partir dele, podem-se confeccionar materiais amplamente utilizados 
pela sociedade. A obtenção do alumínio ocorre a partir da bauxita, que é purificada e dissolvida em criolita fundida 
(Na3AlF6) e eletrolisada a cerca de 1 000 °C. Há liberação do gás dióxido de carbono (CO2), formado a partir da reação 
de um dos produtos da eletrólise com o material presente nos eletrodos. O ânodo é formado por barras de grafita 
submergidas na mistura fundida. O cátodo é uma caixa de ferro coberta de grafita. A reação global do processo é:
2 Al2O3 (l) + 3 C (s) → 4 Al (l) + 3 CO2 (g)
Na etapa de obtenção do alumínio líquido, as reações que ocorrem no cátodo e ânodo são:","A: cátodo: Al3+ + 3 e− → Al
ânodo 2 O2− → O2 + 4 e−; C: + O2 → CO2; B: cátodo 2 O2− → O2 + 4 e−; C: + O2 → CO2
ânodo: Al3+ + 3 e− → Al; C: cátodo Al3+ + 3 e− → Al
2 O2− → O2 + 4 e−
ânodo: C + O2 → CO2; D: cátodo Al3+ + 3 e− → Al; C: + O2 → CO2
ânodo: 2 O2− → O2 + 4 e−; E: cátodo: 2 O2− → O2 + 4 e−
ânodo
Al3+ + 3 e− → Al; C: + O2 → CO2"
71,"O quadro apresenta a composição do petróleo.
Fração
Faixa de tamanho 
das moléculas
Faixa de ponto de 
ebulição (°C)
Usos
Gás
C1 a C5
−160 a 30
combustíveis gasosos
Gasolina
C5 a C12
30 a 200
combustível de motor
Querosene
C12 a C18
180 a 400
diesel e combustível de alto-forno
Lubrificantes
maior que C16
maior que 350
lubrificantes
Parafinas
maior que C20
sólidos de baixa fusão
velas e fósforos
Asfalto
maior que C30
resíduos pastosos
pavimentação
BROWN, T. L. et al. Química: a ciência central. São Paulo: Person Prentice Hall, 2005.
Para a separação dos constituintes com o objetivo de produzir a gasolina, o método a ser utilizado é a",A: filtração.; B: destilação.; C: decantação.; D: precipitação.; E: centrifugação.
72,"Um gel vaginal poderá ser um recurso para as mulheres na prevenção contra a aids. Esse produto tem como 
princípio ativo um composto que inibe a transcriptase reversa viral.
Essa ação inibidora é importante, pois a referida enzima","A: corta a dupla hélice do DNA, produzindo um molde para o RNA viral.; B: produz moléculas de DNA viral que vão infectar células sadias.; C: polimeriza molécula de DNA, tendo como molde o RNA viral.; D: promove a entrada do vírus da aids nos linfócitos T.; E: sintetiza os nucleotídeos que compõem o DNA viral."
73,"O Nylon® é um polímero (uma poliamida) obtido pela reação do ácido adípico com a hexametilenodiamina, como 
indicado no esquema reacional.
O
O
HO
HO
N
N
H
H
O
O
(
)
(
)
(
)
(
)
4
+
+
H N
NH
n
n
ácido hexanodioico
(ácido adípico)
1,6-diamino-hexano
(hexametilenodiamina)
Nylon 6,6
H2O
Na época da invenção desse composto, foi proposta uma nomenclatura comercial, baseada no número de átomos 
de carbono do diácido carboxílico, seguido do número de carbonos da diamina.
De acordo com as informações do texto, o nome comercial de uma poliamida resultante da reação do ácido butanodioico 
com o 1,2-diamino-etano é","A: Nylon 4,3.; B: Nylon 6,2.; C: Nylon 3,4.; D: Nylon 4,2.; E: Nylon 2,6."
74,"O vinagre vem sendo usado desde a Antiguidade 
como conservante de alimentos, bem como agente de 
limpeza e condimento. Um dos principais componentes 
do vinagre é o ácido acético (massa molar  60 g/mol), cuja 
faixa de concentração deve se situar entre 4% a 6% (m/v). 
Em um teste de controle de qualidade foram analisadas 
cinco marcas de diferentes vinagres, e as concentrações 
de ácido acético, em mol/L, se encontram no quadro.
Amostra
Concentração de ácido acético (mol/L)
0,007
0,070
0,150
0,400
0,700
RIZZON, L. A. Sistema de produção de vinagre.
Disponível em: www.sistemasdeproducao.cnptia.embrapa.br. 
 Acesso em: 14 ago. 2012 (adaptado).
A amostra de vinagre que se encontra dentro do limite de 
concentração tolerado é a",A: 1.; B: 2.; C: 3.; D: 4.; E: 5.
75,"Os parasitoides são insetos diminutos, que têm 
hábitos bastante peculiares: suas larvas se desenvolvem 
dentro do corpo de outros animais. Em geral, cada 
parasitoide ataca hospedeiros de determinada espécie 
e, por isso, esses organismos vêm sendo amplamente 
usados para o controle biológico de pragas agrícolas.
SANTO, M. M. E. et al. Parasitoides: insetos benéficos e cruéis. 
Ciência Hoje, n. 291, abr. 2012 (adaptado).
O uso desses insetos na agricultura traz benefícios 
ambientais, pois diminui o(a)",A: tempo de produção agrícola.; B: diversidade de insetos-praga.; C: aplicação de inseticidas tóxicos.; D: emprego de fertilizantes agrícolas.; E: necessidade de combate a ervas daninhas.
76,"A figura representa uma embalagem cartonada e 
sua constituição em multicamadas. De acordo com as 
orientações do fabricante, essas embalagens não devem 
ser utilizadas em fornos micro-ondas.
polietileno.....
alumínio......
polietileno...
papel...........
polietileno....
NASCIMENTO, R. M. M. et al. Embalagem cartonada longa vida: lixo ou luxo? 
Química Nova na Escola, n. 25, maio 2007 (adaptado).
A restrição citada deve-se ao fato de a","A: embalagem aberta se expandir pela pressão do vapor 
formado em seu interior.; B: camada de polietileno se danificar, colocando o 
alumínio em contato com o alimento.; C: fina camada de alumínio blindar a radiação, não 
permitindo que o alimento se aqueça.; D: absorção de radiação pelo papel, que se aquece e 
pode levar à queima da camada de polietileno.; E: geração de centelhas na camada de alumínio, 
que pode levar à queima da camada de papel e de 
polietileno.
	"
77,"No manual de uma torneira elétrica são fornecidas 
instruções básicas de instalação para que o produto 
funcione corretamente:
•	
Se a torneira for conectada à caixa-d’água 
domiciliar, a pressão da água na entrada da 
torneira deve ser no mínimo 18 kPa e no máximo 
38 kPa.
•	
Para pressões da água entre 38 kPa e 75 kPa 
ou água proveniente diretamente da rede pública, 
é necessário utilizar o redutor de pressão que 
acompanha o produto.
•	
Essa torneira elétrica pode ser instalada em um 
prédio ou em uma casa. 
Considere a massa específica da água 1 000 kg/m3 e a 
aceleração da gravidade 10 m/s2.
Caixa-d’água
Altura h
Torneira elétrica
Para que a torneira funcione corretamente, sem o uso 
do redutor de pressão, quais deverão ser a mínima e a 
máxima altura entre a torneira e a caixa-d’água?","A: 1,8 m e 3,8 m; B: 1,8 m e 7,5 m; C: 3,8 m e 7,5 m; D: 18 m e 38 m; E: 18 m e 75 m"
78,"De acordo com estatísticas do Ministério da 
Saúde, cerca de 5% das pessoas com dengue 
hemorrágica morrem. A dengue hemorrágica tem como 
base fisiopatológica uma resposta imune anômala, 
causando aumento da permeabilidade de vasos 
sanguíneos, queda da pressão arterial e manifestações 
hemorrágicas, podendo ocorrer manchas vermelhas 
na pele e sangramento pelo nariz, boca e gengivas. 
O hemograma do paciente pode apresentar como 
resultado leucopenia (diminuição do número de glóbulos 
brancos), linfocitose (aumento do número de linfócitos), 
aumento do hematócrito e trombocitopenia (contagem de 
plaquetas abaixo de 100 000/mm3).
Disponível em: www.ciencianews.com.br. Acesso em: 28 fev. 2012 (adaptado).
Relacionando os sintomas apresentados pelo paciente 
com dengue hemorrágica e os possíveis achados do 
hemograma, constata-se que","A: as manifestações febris ocorrem em função da 
diminuição dos glóbulos brancos, uma vez que estes 
controlam a temperatura do corpo.; B: a queda na pressão arterial é ocasionada pelo 
aumento do número de linfócitos, que têm como 
função principal a produção de anticorpos.; C: o sangramento pelo nariz, pela boca e gengiva é 
ocasionado pela quantidade reduzida de plaquetas, 
que são responsáveis pelo transporte de oxigênio.; D: as manifestações hemorrágicas estão associadas 
à trombocitopenia, uma vez que as plaquetas estão 
envolvidas na cascata de coagulação sanguínea.; E: os sangramentos observados ocorrem em função 
da linfocitose, uma vez que os linfócitos são 
responsáveis pela manutenção da integridade dos 
vasos sanguíneos.
	"
79,"O caramujo gigante africano, Achatina fulica, é uma espécie exótica que tem despertado o interesse das 
autoridades brasileiras, uma vez que tem causado danos ambientais e prejuízos econômicos à agricultura. 
A introdução da espécie no Brasil ocorreu clandestinamente, com o objetivo de ser utilizada na alimentação humana. 
Porém, o molusco teve pouca aceitação no comércio de alimentos, o que resultou em abandono e liberação 
intencional das criações por vários produtores. Por ser uma espécie herbívora generalista (alimenta-se de mais 
de 500 espécies diferentes de vegetais), com grande capacidade reprodutiva, tornou-se uma praga agrícola de 
difícil erradicação. Associada a isto, a ausência de predadores naturais fez com que ocorresse um crescimento 
descontrolado da população.
O desequilíbrio da cadeia alimentar observado foi causado pelo aumento da densidade populacional de","A: consumidores terciários, em função da elevada disponibilidade de consumidores secundários.; B: consumidores primários, em função da ausência de consumidores secundários.; C: consumidores secundários, em função da ausência de consumidores primários.; D: consumidores terciários, em função da elevada disponibilidade de produtores.; E: consumidores primários, em função do aumento de produtores."
80,"O álcool utilizado como combustível automotivo (etanol hidratado) deve apresentar uma taxa máxima de água em 
sua composição para não prejudicar o funcionamento do motor. Uma maneira simples e rápida de estimar a quantidade 
de etanol em misturas com água é medir a densidade da mistura. O gráfico mostra a variação da densidade da mistura 
(água e etanol) com a fração percentual da massa de etanol (fe), dada pela expressão
fe = 100 × 
me 
(me + ma)
 ,
em que me e ma são as massas de etanol e de água na mistura, respectivamente, a uma temperatura de 20 °C.
30
70
fe
0,98
0,96
0,94
0,92
0,9
0,88
0,86
0,84
0,82
0,8
0,78
0,76
ρ (g/cm³)
 
Disponível em: www.handymath.com. Acesso em: 8 ago. 2012.
Suponha que, em uma inspeção de rotina realizada em determinado posto, tenha-se verificado que 50,0 cm3 de álcool 
combustível tenham massa igual a 45,0 g. Qual é a fração percentual de etanol nessa mistura?","A: 7%; B: 10%; C: 55%; D: 90%; E: 93%"
