numero_questao,enunciado,alternativas
101,"A imagem apresenta as etapas do funcionamento
de uma estação individual para tratamento do esgoto
residencial.
Descrição da imagem: Figura intitulada Como
funciona a estação individual, com as etapas de 1 a 6.
Etapa 1: Caixa de gordura — retém os detritos da pia
e cozinha, liberando a água quase isenta de gordura.
Etapa 2: Caixa de passagem — recebe o que vem
dos banheiros e lavanderia, reunindo todo o esgoto
residencial.
Etapa 3: Tanque séptico — aqui o esgoto deve ficar
em repouso por um período relativamente maior que
nas outras etapas.
Etapa 4: Caixa de inspeção — facilita a distribuição
dos efluentes.
Etapa 5: Filtro biológico — aqui, colônias de bactérias
consomem a matéria orgânica.
Etapa 6: Cisterna — aqui, como etapa final, o sistema
será tratado com cloro.
Em qual etapa decanta-se o lodo a ser separado do esgoto
residencial?","A: um; B: dois; C: três; D: quatro; E: cinco"
102,"O plantio por estaquia é um método de propagação
de plantas no qual partes de um espécime são colocadas
no solo para produzir novas gerações. Na floricultura, é
comum utilizar o caule das roseiras para estaquia, pois a
propagação da planta é positiva em razão da aplicação
de auxinas na porção inferior do caule.

A utilização de auxinas no método de estaquia das
roseiras contribui para","A: floração da planta.; B: produção de gemas laterais.; C: formação de folhas maiores.; D: formação de raízes adventícias.; E: produção de compostos energéticos."
103,"A chuva ácida provoca a corrosão de monumentos
e edificações, causa a morte de espécies animais e
vegetais em ambientes aquáticos e terrestres e torna o
solo impróprio para a agricultura. Surge na atmosfera de
regiões poluídas, principalmente por meio da produção
de ácido sulfúrico, pela combinação do gás trióxido de
enxofre com a água presente nas nuvens.

O gás precursor desse composto ácido é majoritariamente
originado em qual atividade humana?","A: Queimadas em áreas silvestres para transformá-las
em pastagens.; B: Alagamento de áreas florestais para construção de
represas.; C: Queima de combustíveis fósseis para mobilidade
urbana.; D: Produção de fertilizantes para uso agrícola.; E: Queima de tabaco para consumo humano."
104,"Analisando a ficha técnica de um automóvel popular,
verificam-se algumas características em relação ao seu
desempenho. Considerando o mesmo automóvel em
duas versões, uma delas funcionando a álcool e outra, a
gasolina, tem-se os dados apresentados no quadro, em
relação ao desempenho de cada motor.
Descrição da imagem:
Quadro com dois parâmetros, aceleração e velocidade
máxima, e os seus valores no motor a gasolina e no
motor a álcool, respectivamente.
Aceleração: de O a 100 quilômetros por hora em
13,4 segundos e de O a 100 quilômetros por hora em
12,9 segundos.
Velocidade máxima: 165 quilômetros por hora e
163 quilômetros por hora.
Considerando desprezível a resistência do ar, qual versão
apresenta a maior potência?","A: Como a versão a gasolina consegue a maior
aceleração, esta é a que desenvolve a maior potência.; B: O Como a versão a gasolina atinge o maior valor de
energia cinética, esta é a que desenvolve a maior
potência.; C: O Como a versão a álcool apresenta a maior taxa de
variação de energia cinética, esta é a que desenvolve
a maior potência.; D: O Como ambas as versões apresentam a mesma
variação de velocidade no cálculo da aceleração, a
potência desenvolvida é a mesma.; E: Como aversão a gasolina fica como motor trabalhando
por mais tempo para atingir os 100 quilômetros por
hora, esta é a que desenvolve a maior potência."
105,"Na chocadeira elétrica de uma granja, há quatro
lâmpadas incandescentes associadas em paralelo, ligadas
em uma tomada de 127 volts. Quando em funcionamento,
as lâmpadas esquentam e, consequentemente, mantêm
os ovos aquecidos. Cada lâmpada tem a seguinte
especificação: 25 watts e 127 volts.
A intensidade da corrente elétrica, em miliampére, em
cada lâmpada é mais próxima de","A: um vírgula vinte e sete; B: cinco vírgula zero oito; C: quatrocentos e noventa e três; D: cento e noventa e sete; E: setecentos e oitenta e sete"
106,"As adulterações do leite promovem o aumento do
lucro por meio da adição de água. Para ocultar a sua
diluição, diferentes solutos são acrescentados ao produto.
Há também casos de adição de substâncias para evitar a
proliferação de microrganismos ou disfarçar o sabor azedo
do leite degradado. As fraudes têm sido desmascaradas
por análises físico-químicas e, nestas, tem sido constatado
o uso de substâncias tais como H,O, (água oxigenada),
H,CO (formol), NaOH (soda cáustica), C,,H,,O,, (sacarose)
e, abre parêntese, NH,, fecha parêntese, 2, CO (ureia).
Dentre as substâncias usadas, qual é adicionada para
ajustar o pH do leite degradado?","A: H₂O₂ → Peróxido de hidrogênio (também conhecido como água oxigenada); B: H₂CO → Formaldeído (ou Metanal); C: NaOH → Hidróxido de sódio (também chamado de soda cáustica); D: C₁₂H₂₂O₁₁ → Sacarose (açúcar comum); E: (NH₂)₂CO → Ureia"
107,"Considere a tirinha, na situação em que a temperatura do ambiente é inferior à temperatura corporal dos personagens.
Descrição da imagem: Tirinha com os personagens Calvin e Haroldo em quatro quadrinhos.
Quadrinho 1: Descendo uma ladeira, Haroldo empurra um carrinho em que Calvin está dentro. Calvin pergunta:
“Tá quente hoje, né?”. Haroldo confirma: “É mesmo.”.
Quadrinho 2: Calvin e Haroldo estão dentro do carrinho, descendo a ladeira em alta velocidade. Haroldo diz:
“Mas o que me incomoda mesmo é a umidade.”.
Quadrinho 3: O carrinho está no ar e Calvin pergunta: “Você não gosta de umidade?”. Haroldo responde:
“Não mesmo.”.
Quadrinho 4: O carrinho continua descendo, em direção a um lago. Calvin diz: “Então, salta correndo.”.
O incômodo mencionado pelo personagem da tirinha deve-se ao fato de que, em dias úmidos","A: a temperatura do vapor-d'água presente no ar é alta.; B: o suor apresenta maior dificuldade para evaporar do corpo.; C: a taxa de absorção de radiação pelo corpo torna-se maior.; D: o ar torna-se mau condutor e dificulta o processo de liberação de calor.; E: o vapor-d'água presente no ar condensa-se ao entrar em contato com a pele."
108,"Durante quase três séculos, garimpeiros recorreram aos leitos dos rios em busca de ouro. A mineração
gerou prosperidade e empregos, mas deixou em seu rastro a herança da contaminação dos rios pelo mercúrio.
Metal líquido e pesado, o mercúrio é utilizado no processo de concentração do ouro, pois a mistura desses metais
forma uma liga sólida metálica, que é aquecida para separação dos metais. Sabe-se que os pontos de fusão do
mercúrio e do ouro são, respectivamente, menos 39 graus Celsius e 1 064 graus Celsius.

Na obtenção de ouro, o processo usado para separação de mercúrio da liga sólida metálica é a sua","A: catação.; B: filtração.; C: vaporização.; D: cristalização.; E: centrifugação."
109,"Com o aumento da população de suínos no Brasil,
torna-se necessária a adoção de métodos para reduzir
o potencial poluidor dos resíduos dessa agroindústria,
uma vez que, comparativamente ao esgoto doméstico,
os dejetos suínos são 200 vezes mais poluentes. Sendo
assim, a utilização desses resíduos como matéria-prima
na obtenção de combustíveis é uma alternativa que
permite diversificar a matriz energética nacional, ao
mesmo tempo em que parte dos recursos hídricos do
país são preservados.A: O biocombustível a que se refere o texto é o","A: etanol.; B: biogás.; C: butano.; D: metanol.; E: biodiesel."
110,"A curcumina, uma das substâncias que confere a
cor alaranjada ao açafrão, pode auxiliar no combate
à dengue quando adicionada à água de criadouros do
mosquito transmissor. Essa substância acumula-se no
intestino do inseto após ser ingerida com a água do
criadouro e, quando ativada pela luz, induz a produção
de espécies reativas de oxigênio que danificam de
forma fatal o tecido do tubo digestório.
A forma de combate relatada tem como atividade o(a)","A: morte do indivíduo adulto.; B: redução da eclosão dos ovos.; C: comprometimento da metamorfose.; D: impedimento do desenvolvimento da larva.; E: repelência da forma transmissora da doença."
111,"Na cidade de São Paulo, as ilhas de calor são
responsáveis pela alteração da direção do fluxo da brisa
marítima que deveria atingir a região de mananciais.
Mas, ao cruzar a ilha de calor, a brisa marítima agora
encontra um fluxo de ar vertical, que transfere para
ela energia térmica absorvida das superfícies quentes
da cidade, deslocando-a para altas altitudes. Dessa
maneira, há condensação e chuvas fortes no centro da
cidade, em vez de na região de mananciais. A imagem
apresenta os três subsistemas que trocam energia
nesse fenômeno.
Descrição da imagem:
Ilustração de prédios em uma cidade, indicados
como Ilha de calor. Na parte superior esquerda,
está o Sol. Entre o Sol e a Ilha de calor, há uma
Brisa marítima. A altitude da Brisa marítima se
eleva ao adentrar a região sobre a Ilha de calor.
No processo de fortes chuvas no centro da cidade
de São Paulo, há dois mecanismos dominantes de
transferência de calor: entre o Sol e a ilha de calor, e entre
a ilha de calor e a brisa marítima.
Esses mecanismos são, respectivamente","A: irradiação e convecção.; B: irradiação e irradiação.; C: condução e irradiação.; D: convecção e irradiação.; E: convecção e convecção."
112,"No seu estudo sobre a queda dos corpos, Aristóteles
afirmava que se abandonarmos corpos leves e pesados
de uma mesma altura, o mais pesado chegaria mais
rápido ao solo. Essa ideia está apoiada em algo que
é difícil de refutar, a observação direta da realidade
baseada no senso comum.

Após uma aula de física, dois colegas estavam
discutindo sobre a queda dos corpos, e um tentava
convencer o outro de que tinha razão:

Colega A: “O corpo mais pesado cai mais rápido
que um menos pesado, quando largado de uma mesma
altura. Eu provo, largando uma pedra e uma rolha.
A pedra chega antes. Pronto! Tá provado!”.

Colega B: “Eu não acho! Peguei uma folha de papel
esticado e deixei cair. Quando amassei, ela caiu mais
rápido. Como isso é possível? Se era a mesma folha de
papel, deveria cair do mesmo jeito. Tem que ter outra
explicação!”.

O aspecto físico comum que explica a diferença de
comportamento dos corpos em queda nessa discussão
é o(a)","A: peso dos corpos.; B: resistência do ar.; C: massa dos corpos.; D: densidade dos corpos.; E: aceleração da gravidade."
113,"A obtenção de etanol utilizando a cana-de-açúcar
envolve a fermentação dos monossacarídeos formadores
da sacarose contida no melaço. Um desses formadores
é a glicose (C,H,,0,), cuja fermentação produz cerca de
50 gramas de etanol a partir de 100 gramas de glicose,
conforme a equação química descrita.
Descrição da imagem: Equação química em que o
reagente C,H,,O, é submetido à fermentação alcoólica
e forma os produtos 2 CH,CH,OH mais 2 CO,.
Em uma condição específica de fermentação, obtém-se
80 por cento de conversão em etanol que, após sua
purificação, apresenta densidade igual a 0,80 grama por
mililtro. O melaço utilizado apresentou 50 quilogramas de
monossacarídeos na forma de glicose.
O volume de etanol, em litro, obtido nesse processo é
mais próximo de","A: dezesseis; B: vinte; C: vinte e cinco; D: sessenta e quatro; E: cem"
114,"Com o objetivo de identificar a melhor espécie
produtora de madeira para construção (com resistência
mecânica e à degradação), foram analisadas as estruturas
anatômicas de cinco espécies, conforme o quadro.
Descrição da imagem:
Quadro intitulado Tecido analisado, com dados dos
tecidos vegetais de cinco espécies, classificados
como: “ausente” ou “presente em pequena quantidade”
ou “presente em média quantidade” ou “presente em
grande quantidade”.
Espécie 1: periderme presente em pequena quantidade,
barra, esclerênquima presente em pequena quantidade;
floema presente em pequena quantidade, barra,
esclerênquima ausente; xilema alburno presente em
pequena quantidade; xilema cerne presente em grande
quantidade.
Espécie 2: periderme presente em pequena quantidade,
barra, esclerênquima ausente; floema presente em
pequena quantidade, barra, esclerênquima ausente;
xilema alburno presente em grande quantidade; xilema
cerne ausente.
Espécie 3: periderme presente em média quantidade,
barra, esclerênquima ausente; floema presente em
grande quantidade, barra, esclerênquima presente
em pequena quantidade; xilema alburno presente em
pequena quantidade; xilema cerne ausente.
Espécie 4: periderme presente em grande quantidade,
barra, esclerênquima presente em pequena quantidade;
floema presente em grande quantidade, barra,
esclerênquima ausente; xilema alburno presente em
pequena quantidade; xilema cerne ausente.
Espécie 5: periderme presente em grande quantidade,
barra, esclerênquima presente em pequena quantidade;
floema presente em grande quantidade, barra,
esclerênquima presente em pequena quantidade;
xilema alburno presente em média quantidade; xilema
cerne presente em pequena quantidade.
Qual espécie corresponde ao objetivo proposto?","A: um; B: dois; C: três; D: quatro; E: cinco"
115,"As cinzas do vulcão Calbuco, que entrou em erupção
no Chile em abril de 2015, chegaram ao estado do Paraná
alguns dias depois. O fenômeno se parecia com nuvens
esbranquiçadas e esparsas. As nuvens ainda continham
dióxido de enxofre. No entanto, não houve riscos ao
ambiente ou à saúde porque estavam bastante altas,
a cerca de 10 mil metros de altitude. Meteorologistas
afirmaram que se elas estivessem mais baixas seria
prejudicial.
Se essas nuvens estivessem baixas, qual seria O risco
ambiental envolvido?","A: Ocorrência de chuva ácida.; B: Formação de ilhas de calor.; C: Diminuição da fotossíntese.; D: Fenômeno de inversão térmica.; E: Eutrofização dos corpos-d'água."
116,"TEXTO 1
No cordel intitulado Senhor dos Anéis, de autoria de
Gonçalo Ferreira da Silva, lê-se a sextilha:
A distância em relação
Ao nosso planeta amado
Pouco menos que a do Sol
Ele está distanciado
E menos denso que a água
Quando no normal estado
TEXTO 2
Descrição da imagem:
Tabela intitulada Distâncias médias dos planetas
ao Sol e suas densidades médias, com os planetas
e suas respectivas distâncias médias ao Sol, em
unidades astronômicas, e suas densidades relativas
médias.
Mercúrio: 0,39 e 5,6.
Vênus: 0,72 e 5,2.
Terra: 1,0 e 5,5.
Marte: 1,5 e 4,0.
Ceres: 2,8€e 2,1.
Júpiter: 5,2 e 1,3.
Saturno: 9,6 e 0,7.
Urano: 19 e 1,2.
Netuno: 30 e 1,7.
Plutão: 40 e 2,0.
Éris: 68 e 2,5.
No rodapé da tabela consta a informação:
1 unidade astronômica igual a 149,6 milhões de
quilômetros.
Há a indicação de que Mercúrio, Vênus, Terra,
Marte, Júpiter, Saturno, Urano e Netuno são
planetas clássicos e que Ceres, Plutão e Éris são
planetas-anões.
Considerando os versos da sextilha e as informações da
tabela, a qual planeta o cordel faz referência?","A: Mercúrio.; B: Júpiter.; C: Urano.; D: Saturno.; E: Netuno."
117,"Cientistas da Universidade de New South Wales,
na Austrália, demonstraram em 2012 que a Lei de
Ohm é válida mesmo para fios finíssimos, cuja área
da seção reta compreende alguns poucos átomos.
Atabela apresenta as áreas e comprimentos de alguns
dos fios construídos (respectivamente com as mesmas
unidades de medida). Considere que a resistividade
mantém-se constante para todas as geometrias (uma
aproximação confirmada pelo estudo).
Descrição da imagem:
A tabela contém dados de área, comprimento e
resistência elétrica de quatro fios.
Fio 1: Área: 9; Comprimento: 312; Resistência elétrica: R1.
Fio 2: Área: 4; Comprimento: 47; Resistência elétrica: R2.
Fio 3: Área: 2: Comprimento: 54: Resistência elétrica: R3.
Fio 4: Área: 1; Comprimento: 106; Resistência elétrica: R4.
As resistências elétricas dos fios, em ordem crescente, são","A: R1 menor que R2 menor que R3 menor que R4.; B: R2 menor que R1 menor que R3 menor que R4.; C: R2 menor que R3 menor que R1 menor que R4.; D: R4 menor que R1 menor que R3 menor que R2.; E: R4 menor que R3 menor que R2 menor que R1."
118,"Organismos autótrofos e heterótrofos realizam
processos complementares que associam os ciclos do
carbono e do oxigênio. O carbono fixado pela energia
luminosa ou a partir de compostos inorgânicos é
eventualmente degradado pelos organismos, resultando
em fontes de carbono como metano ou gás carbônico.
Ainda, outros compostos orgânicos são catabolizados
pelos seres, com menor rendimento energético,
produzindo compostos secundários (subprodutos) que
podem funcionar como combustíveis ambientais.
O processo metabólico associado à expressão
combustíveis ambientais é a","A: fotossíntese.; B: fermentação.; C: quimiossíntese.; D: respiração aeróbica.; E: fosforilação oxidativa."
119,"Um lote de analgésicos
que supostamente estava fora das especificações.
A composição prevista era 100 miligramas de ácido
acetilsalicílico por comprimido (princípio ativo, cuja
estrutura está apresentada na figura), além do amido e
da celulose (componentes inertes). O técnico realizou os
seguintes testes:
técnico analisou um
1) obtenção da massa do comprimido;
2) medição da densidade do comprimido;
3) verificação do pH com papel indicador;
4) determinação da temperatura de fusão do comprimido;
5) titulação com solução aquosa de NaOH.
Após a realização dos testes, o lote do medicamento
foi reprovado porque a quantidade de ácido acetilsalicílico
por comprimido foi de apenas 40 por cento da esperada.
Descrição da imagem:
Estrutura química do ácido acetilsalicílico:
Anel aromático com grupos ligados aos carbonos 1 e 2.
No carbono 1: C com ligação dupla ao O e ligação
simples ao OH.
No carbono 2: O com ligação simples ao C, que, por sua
vez, está ligado a outro O, por meio de ligação dupla e
ao CH,, por meio de ligação simples.
O teste que permitiu reprovar o lote de analgésicos foi o
de número","A: 1; B: 2; C: 3; D: 4; E: 5"
120,"O rompimento da barragem de rejeitos de mineração
no município mineiro de Mariana e o derramamento de
produtos tóxicos nas águas do Rio Doce, ocorridos em
2015, ainda têm consequências para os organismos
que habitam o Parque Nacional Marinho de Abrolhos,
localizado a mais de 1000 quilômetros de distância.
Esse desastre ambiental afetou o fitoplâncton, as
esponjas, as algas macroscópicas, os peixes herbívoros
e os golfinhos.
Concentrações mais elevadas dos compostos citados
são encontradas em","A: esponjas.; B: golfinhos.; C: fitoplâncton.; D: peixes herbívoros.; E: algas macroscópicas."
121,"Duas esferas carregadas com cargas iguais em
módulo e sinais contrários estão ligadas por uma
haste rígida isolante na forma de haltere. O sistema se
movimenta sob ação da gravidade numa região que tem
um campo magnético horizontal uniforme B vetorial, da
esquerda para a direita. A imagem apresenta o sistema
visto de cima para baixo, no mesmo sentido da aceleração
da gravidade g vetorial que atua na região.
Descrição da imagem:
Campo magnético uniforme B no plano da página, na
direção horizontal e sentido da esquerda para a direita.
O haltere está disposto na direção horizontal, alinhado
com o campo magnético B. A esfera da esquerda
possui carga positiva e a da direita carga negativa. A
aceleração da gravidade é um vetor perpendicular ao
plano da folha, com sentido entrando na página.
Visto de cima, o diagrama esquemático das forças
magnéticas que atuam no sistema, no momento inicial em
que as cargas penetram na região de campo magnético,
está representado em","A: força sobre a carga positiva está no plano da página,
com sentido que aponta para o rodapé da página. A
força sobre a carga negativa está no plano da página,
com sentido que aponta para o cabeçalho da página.; B: As duas forças estão no plano da página, com sentido
que aponta para o rodapé da página.; C: As duas forças estão no plano da página, ao longo
do eixo do haltere, cada uma com sentido que aponta
para a carga oposta.; D: As duas forças estão no plano da página, com sentido
que aponta para o cabeçalho da página.; E: A força sobre a carga positiva está no plano da página,
com sentido que aponta para o cabeçalho da página. A força sobre a carga negativa está no plano da página,
com sentido que aponta para o rodapé da página."
122,"Uma escola iniciou o processo educativo para
implantação da coleta seletiva e destino de materiais
recicláveis. Para atingir seus objetivos, a instituição
planejou:
1) sensibilizar a comunidade escolar, desenvolvendo
atividades em sala e extraclasse de maneira
contínua;
2) capacitar o pessoal responsável pela limpeza da
escola quanto aos novos procedimentos adotados
com a coleta seletiva; e
3) distribuir coletores de materiais recicláveis
específicos nas salas, pátio e outros ambientes
para acondicionamento dos resíduos.
Para completar a ação proposta no ambiente escolar, o
que falta ser inserido no planejamento?","A: Realizar campanhas educativas de sensibilização em
bairros vizinhos para fortalecer a coleta seletiva.; B: Firmar parceria com a prefeitura ou cooperativa de
catadores para recolhimento dos materiais recicláveis
e destinação apropriada.; C: Organizar visitas ao lixão ou aterro local para
identificar aspectos importantes sobre a disposição
final do lixo.; D: Divulgar na rádio local, no jornal impresso e nas redes
sociais que a escola está realizando a coleta seletiva.; E: Colocar recipientes coletores de lixo reciclável fora da
escola para entrega voluntária pela população."
123,"Os búfalos são animais considerados rústicos pelos
criadores e, por isso, são deixados no campo sem
controle reprodutivo. Por causa desse tipo de criação,
a consanguinidade é favorecida, proporcionando o
aparecimento de enfermidades, como o albinismo,
defeitos cardíacos, entre outros. Separar os animais
de forma adequada minimizaria a ocorrência desses
problemas.
Qual procedimento biotecnológico prévio é recomendado
nessa situação?","A: Transgenia.; B: Terapia gênica.; C: Vacina de DNA.; D: Clonagem terapêutica.; E: Mapeamento genético."
124,"O ciclo do cobre é um experimento didático em que
o cobre metálico é utilizado como reagente de partida.
Após uma sequência de reações (1,2,3,4e 5), 0 cobre
retorna ao seu estado inicial ao final do ciclo.
Descrição da imagem:
Ciclo do cobre com as etapas numeradas de 1 a 5.
Etapa 1 - O cobre reage com HNO,, formando Cu,
abre parêntese, NO,, fecha parêntese, 2.
Etapa 2- O Cu, abre parêntese, NO,, fecha parêntese,
2, reage com NaOH, formando Cu, abre parêntese,
OH, fecha parêntese, 2.
Etapa 3 - O Cu, abre parêntese, OH, fecha parêntese,
2, sofre aquecimento, formando CuoO.
Etapa 4 - O CuO reage com H.SO,, formando CuSO,.
Etapa 5 - O CuSO, reage com Zn e HCI, formando
cobre.
A reação de redução do cobre ocorre na etapa","A: 1; B: 2; C: 3; D: 4; E: 5"
