CO_PROVA_CN;questao_1;questao_2;questao_3;questao_4;questao_5;questao_6;questao_7;questao_8;questao_9;questao_10;questao_11;questao_12;questao_13;questao_14;questao_15;questao_16;questao_17;questao_18;questao_19;questao_20;questao_21;questao_22;questao_23;questao_24;questao_25;questao_26;questao_27;questao_28;questao_29;questao_30;questao_31;questao_32;questao_33;questao_34;questao_35;questao_36;questao_37;questao_38;questao_39;questao_40;questao_41;questao_42;questao_43;questao_44;questao_45
89.0;D;E;B;E;E;E;C;A;E;C;A;D;A;E;A;B;C;C;B;B;B;A;B;B;C;B;C;B;A;E;E;E;E;B;B;E;A;A;E;E;A;E;E;A;B
89.0;B;D;C;E;B;B;C;A;A;C;C;D;B;D;C;D;C;C;C;C;C;C;E;C;C;C;C;C;C;C;C;C;C;C;C;C;C;B;C;C;C;C;C;C;C
89.0;E;E;B;E;E;A;C;A;E;B;D;D;C;D;B;C;B;B;E;D;C;C;D;E;E;A;E;D;D;A;B;D;C;C;A;A;D;B;C;E;C;C;D;B;B
89.0;E;C;D;E;E;A;C;D;D;B;B;D;D;E;A;B;B;D;E;A;E;A;A;E;B;A;C;E;A;B;A;B;A;A;C;E;A;B;A;A;E;E;E;D;D
89.0;B;E;A;E;A;E;C;D;D;A;A;D;A;E;B;B;C;A;E;D;D;B;A;C;E;C;A;C;D;D;E;B;C;A;E;E;D;B;D;E;D;C;D;A;C
89.0;B;D;A;E;B;A;C;A;A;C;A;D;E;D;A;C;B;A;B;D;E;D;B;B;E;C;B;B;D;B;C;B;E;A;E;B;D;D;D;A;C;E;C;D;D
89.0;B;C;C;E;E;E;C;A;B;C;A;B;D;D;A;C;B;A;D;B;D;C;E;A;C;D;D;E;E;B;C;E;B;A;B;E;A;B;B;B;C;E;D;D;C
89.0;B;D;B;E;A;E;D;D;B;A;A;D;B;B;D;B;B;B;E;D;E;C;D;E;D;D;B;B;B;E;B;B;B;B;B;C;A;D;A;E;E;E;D;E;D
89.0;B;B;B;E;D;D;C;A;E;B;A;B;D;D;A;C;B;A;B;E;B;D;E;D;A;B;B;C;D;B;A;D;A;D;E;E;C;C;E;E;A;C;E;B;D
89.0;B;B;D;E;A;B;C;A;C;B;E;B;D;D;B;B;E;C;B;A;D;B;D;A;C;D;C;E;A;A;A;E;C;C;D;B;A;B;E;E;D;A;C;C;C
89.0;E;B;A;E;A;A;C;A;B;C;A;D;C;D;A;C;B;B;E;B;D;D;B;C;B;E;B;B;B;B;A;B;B;C;C;A;A;A;A;B;B;B;C;C;C
89.0;B;B;E;E;E;B;B;D;B;E;D;D;D;D;B;B;B;A;E;D;C;B;B;C;A;A;B;C;D;B;B;D;B;D;B;D;A;B;C;A;B;D;B;C;D
89.0;D;D;A;E;D;B;A;D;E;A;A;D;A;B;B;A;E;E;E;E;C;C;A;E;B;C;A;B;C;A;B;C;D;D;D;E;A;B;B;E;D;C;D;A;D
89.0;B;D;A;B;C;B;E;E;B;E;D;E;C;B;D;A;E;C;E;A;C;D;A;D;C;A;D;C;A;E;B;D;C;A;B;E;A;A;A;B;D;E;B;A;D
89.0;B;A;B;E;E;B;C;B;E;A;B;E;C;C;D;B;E;A;D;B;A;E;C;C;B;A;D;B;E;A;C;D;C;E;C;D;E;A;B;D;A;B;E;B;D
89.0;B;D;A;E;E;D;E;A;E;B;A;D;A;E;A;B;B;B;E;C;D;D;B;D;E;C;E;B;C;B;A;C;A;D;D;E;B;B;B;E;C;C;D;B;A
89.0;B;C;B;E;B;B;C;D;C;B;A;C;A;E;B;B;B;B;D;E;B;C;D;D;C;E;B;A;A;E;D;D;D;D;C;B;C;B;E;D;B;E;D;D;E
89.0;E;E;A;E;C;B;C;A;B;A;C;B;D;E;A;B;E;A;A;E;E;E;A;C;B;B;B;D;B;A;E;A;B;C;D;D;C;A;C;A;B;E;E;B;A
89.0;B;E;A;E;A;A;C;C;A;B;A;E;D;D;D;A;B;C;B;B;B;C;D;B;C;B;A;.;C;C;A;C;B;.;C;E;C;.;D;B;C;C;B;B;C
89.0;B;B;E;E;D;D;C;D;A;E;A;B;C;E;D;B;B;B;E;C;E;D;B;C;E;E;C;C;B;B;B;E;C;A;E;E;A;B;B;E;C;C;D;D;D
89.0;B;A;A;E;E;A;E;D;C;C;D;D;B;D;A;B;A;E;C;C;E;D;D;B;C;B;D;C;B;B;A;E;E;C;A;E;B;D;E;A;B;C;D;A;C
89.0;C;E;A;E;A;B;C;E;D;B;A;E;A;C;B;A;D;C;E;A;B;A;E;C;B;C;E;A;A;B;C;E;A;B;C;A;E;E;D;B;A;C;B;E;A
89.0;A;*;C;B;D;A;C;E;C;C;A;C;E;B;D;C;B;E;A;D;B;E;C;A;E;B;D;E;D;C;B;C;B;C;A;C;B;A;E;C;A;D;E;D;B
89.0;B;D;C;E;D;B;C;A;D;B;A;B;D;D;B;B;E;A;E;C;E;A;D;B;C;E;B;B;D;D;C;A;B;E;C;C;D;B;A;E;C;C;D;D;C
89.0;A;A;B;E;D;B;E;E;D;E;C;D;A;B;D;E;A;A;B;B;D;C;B;C;C;B;D;E;C;D;A;A;C;E;D;A;D;B;C;E;D;E;D;C;B
89.0;B;B;A;E;E;A;C;D;E;B;A;D;C;D;E;D;B;A;D;B;E;D;A;B;E;B;D;D;D;E;B;D;A;A;B;C;D;D;C;E;A;C;D;A;A
89.0;A;B;A;E;D;E;C;D;B;C;A;D;E;E;B;D;D;A;A;C;B;E;B;D;E;C;C;D;B;B;C;D;B;A;A;E;B;D;A;A;C;C;D;B;D
89.0;A;E;B;E;B;D;C;A;A;B;C;B;E;A;A;A;B;E;E;A;D;D;E;C;B;E;A;A;D;A;C;E;C;B;E;B;C;C;A;D;E;E;A;B;A
89.0;E;A;A;E;D;B;C;D;E;C;A;B;D;C;A;C;B;A;E;D;C;E;D;B;E;A;A;C;D;B;C;E;A;B;B;E;C;B;A;A;B;E;D;D;D
89.0;C;D;B;E;D;B;C;E;B;A;A;D;C;B;B;B;D;A;A;*;D;D;E;C;B;A;C;C;D;D;B;D;B;D;E;B;E;B;B;A;A;C;D;A;B
89.0;C;E;A;E;A;B;C;E;E;E;B;B;C;C;A;E;C;E;E;C;E;C;C;D;A;B;B;E;A;A;E;E;C;D;D;E;E;D;C;A;B;E;D;A;B
89.0;B;D;B;E;A;E;C;A;E;B;A;B;E;D;D;C;B;E;D;E;C;D;C;A;B;E;A;C;B;B;C;D;B;B;C;E;B;C;A;D;A;E;D;B;C
89.0;B;D;D;E;E;B;C;E;D;B;B;D;A;D;A;B;A;E;A;C;D;C;A;B;A;E;A;E;B;C;A;C;C;C;D;E;C;B;B;C;*;A;D;B;C
89.0;A;A;B;E;E;C;C;A;B;C;A;D;E;D;A;C;B;E;E;C;C;E;E;B;D;A;C;A;D;D;C;D;C;B;C;E;C;A;B;E;E;C;D;E;C
89.0;B;D;C;E;D;A;C;A;E;B;A;D;D;D;D;C;B;A;A;E;B;D;E;E;C;E;A;A;E;B;C;E;C;E;C;E;B;A;D;E;D;E;D;D;D
89.0;C;C;C;E;E;A;E;A;A;B;C;E;D;*;C;C;D;C;D;A;E;A;B;D;B;C;E;D;C;A;D;A;B;A;B;B;C;D;A;C;A;A;B;E;B
89.0;B;D;A;E;A;E;E;C;D;B;D;E;B;D;C;B;D;D;D;E;E;C;E;D;B;C;C;D;B;D;A;A;D;C;D;C;E;C;B;B;E;E;D;D;E
89.0;B;C;A;E;A;A;C;E;E;C;A;D;A;D;A;C;B;A;B;B;E;D;E;C;E;B;C;D;D;B;B;D;B;D;A;E;C;B;D;A;E;A;D;A;D
89.0;B;A;A;E;E;C;C;D;B;B;C;B;D;D;B;C;B;A;D;A;C;E;C;B;B;E;D;D;D;B;B;E;B;E;B;B;A;D;A;E;B;E;C;B;C
89.0;C;D;D;B;E;E;D;B;C;D;C;E;C;E;C;B;C;E;B;D;E;A;B;D;C;A;C;C;B;E;D;D;C;D;D;B;A;B;A;E;E;E;E;C;D
89.0;B;A;A;A;D;C;C;A;A;C;A;B;D;D;A;C;B;A;B;E;B;B;E;B;C;B;C;D;E;B;B;E;C;E;B;B;A;B;D;C;E;C;D;D;D
89.0;B;C;D;E;B;B;D;A;E;A;A;B;B;E;D;D;C;C;E;D;A;E;C;C;B;E;C;B;B;A;A;D;C;B;D;C;D;C;B;C;E;D;E;A;C
89.0;B;A;C;E;B;D;C;A;E;B;A;B;D;D;D;C;B;A;D;E;E;D;D;A;D;B;A;B;D;B;B;D;C;D;E;E;A;B;D;E;B;C;D;D;D
89.0;B;C;D;E;E;D;C;D;A;B;A;D;D;D;A;B;B;C;D;E;E;D;A;A;C;E;D;D;D;B;E;B;B;D;D;E;C;D;E;D;D;E;D;A;E
89.0;C;A;A;E;B;B;E;A;B;B;C;B;E;A;A;D;A;E;B;D;B;C;E;A;D;A;C;*;B;C;A;D;E;E;C;B;B;B;D;D;C;A;B;C;E
89.0;B;B;C;E;B;B;E;A;B;B;A;B;E;D;A;B;B;E;E;A;E;C;B;C;B;B;D;C;B;B;C;E;B;A;D;B;D;C;A;B;C;E;D;B;C
89.0;D;D;C;E;C;B;E;B;D;C;C;B;C;B;C;D;C;D;D;B;E;B;D;A;B;D;C;D;C;E;A;C;E;B;E;D;B;C;A;E;A;D;D;D;D
89.0;B;A;A;A;E;D;C;C;D;B;A;A;D;E;B;A;B;D;C;C;B;D;D;B;C;B;C;C;B;A;E;C;B;D;D;D;B;B;D;D;B;C;C;C;B
89.0;B;D;A;E;B;D;C;D;A;E;A;B;C;D;D;C;B;A;B;E;E;D;A;B;C;D;C;E;B;B;C;C;A;C;D;E;A;B;D;B;D;E;A;D;D
89.0;B;A;C;E;E;C;C;A;A;E;A;B;D;D;A;C;B;E;E;E;C;B;E;A;E;A;C;D;D;B;B;C;C;E;B;B;E;B;E;E;C;C;D;D;D
89.0;B;E;C;E;A;B;E;A;E;C;A;D;B;E;B;B;B;D;E;C;C;D;D;D;B;C;D;D;A;B;B;B;B;D;C;D;D;C;D;E;C;A;A;E;D
89.0;D;B;C;E;D;A;C;D;A;C;C;D;D;D;B;B;E;B;C;A;C;D;E;C;E;C;C;D;B;D;A;A;B;D;E;C;A;C;D;B;A;D;E;B;A
89.0;B;A;B;E;B;B;C;A;B;C;A;D;E;D;A;B;B;A;E;B;E;D;E;A;E;D;C;B;*;B;B;E;B;A;D;E;A;D;D;D;B;C;D;B;D
89.0;B;E;C;E;E;A;C;D;A;D;A;D;A;D;C;A;C;A;D;D;A;D;A;B;E;D;C;D;D;A;C;A;A;B;E;B;E;E;A;B;D;D;D;D;D
89.0;E;C;B;E;A;B;C;A;E;B;C;A;A;E;D;B;A;D;B;B;C;C;A;E;D;B;C;B;C;A;E;C;C;E;C;E;B;B;D;A;E;C;D;E;B
89.0;B;D;B;E;E;E;E;A;B;B;A;B;D;D;A;C;B;A;B;B;A;C;D;B;E;B;B;C;E;B;B;D;B;D;E;E;A;B;D;A;E;E;D;A;C
89.0;E;E;D;E;D;D;C;A;E;C;A;D;E;D;A;B;B;A;E;D;C;E;B;B;E;C;C;C;B;B;B;B;B;B;A;E;B;A;A;C;E;A;D;A;C
