CO_PROVA_CN;questao_1;questao_2;questao_3;questao_4;questao_5;questao_6;questao_7;questao_8;questao_9;questao_10;questao_11;questao_12;questao_13;questao_14;questao_15;questao_16;questao_17;questao_18;questao_19;questao_20;questao_21;questao_22;questao_23;questao_24;questao_25;questao_26;questao_27;questao_28;questao_29;questao_30;questao_31;questao_32;questao_33;questao_34;questao_35;questao_36;questao_37;questao_38;questao_39;questao_40;questao_41;questao_42;questao_43;questao_44;questao_45
407.0;A;C;B;C;A;B;E;C;A;C;B;A;C;C;D;B;A;D;B;E;A;B;C;D;E;B;C;A;A;B;E;A;D;C;A;E;C;D;B;E;B;E;A;D;C
407.0;B;B;B;E;C;B;B;D;B;E;B;E;C;A;C;E;A;C;C;C;B;C;A;B;A;B;D;A;C;A;D;E;A;B;B;A;E;E;D;A;E;B;D;B;B
407.0;A;D;D;B;E;B;C;D;E;E;C;D;B;C;B;C;D;A;E;A;D;D;B;B;D;C;A;E;B;E;C;D;D;B;A;E;D;C;A;E;B;C;A;C;C
407.0;E;A;C;D;A;D;C;D;E;E;E;A;B;C;E;A;A;C;B;A;E;A;D;E;D;C;A;E;B;E;C;E;D;C;B;E;E;B;D;B;D;A;E;B;B
407.0;E;A;A;A;C;B;A;E;D;A;A;D;E;B;E;C;D;A;D;A;A;A;E;A;C;D;B;E;B;D;C;A;D;B;E;A;C;D;A;E;B;E;A;E;A
407.0;D;E;C;B;B;D;D;A;B;A;B;C;B;C;B;C;C;B;D;A;C;D;A;B;C;B;A;E;A;D;E;A;D;C;D;C;E;C;A;A;B;E;C;B;A
407.0;D;A;B;D;E;C;E;B;E;D;D;C;A;B;E;D;C;B;E;D;C;E;C;D;B;C;C;B;E;E;C;E;A;E;A;D;E;B;B;A;B;E;D;D;D
407.0;C;A;A;D;A;B;C;C;E;D;A;E;A;B;A;B;E;C;E;E;D;A;D;A;C;D;D;B;D;B;C;D;A;C;E;A;C;B;E;C;B;C;A;E;D
407.0;C;A;C;B;E;D;C;C;E;C;C;E;B;E;E;A;C;D;D;E;D;E;A;E;D;A;B;E;A;E;A;E;C;C;A;E;C;B;D;B;B;E;A;A;B
407.0;A;A;B;D;C;B;E;A;B;A;C;A;B;C;E;E;D;A;D;A;C;A;D;E;B;A;D;B;C;A;A;E;D;C;E;C;B;A;E;C;B;E;A;E;E
407.0;C;A;B;E;B;D;E;D;E;A;D;B;C;E;A;E;D;E;B;E;E;C;D;B;E;B;C;B;A;C;D;E;C;A;A;A;B;D;E;B;E;E;D;C;B
407.0;B;D;D;B;C;B;C;B;D;E;B;C;A;B;E;B;E;C;E;D;D;B;A;A;B;A;D;C;A;B;E;C;D;C;A;E;B;A;E;B;E;C;B;D;E
407.0;A;C;B;A;C;C;B;E;E;C;E;A;C;D;D;D;A;C;D;E;D;A;D;C;B;A;A;B;A;C;E;E;C;B;D;E;C;B;A;C;B;C;C;A;A
407.0;E;C;D;E;A;D;D;C;E;E;E;C;E;D;C;D;A;A;B;A;C;E;E;C;E;C;A;E;B;C;C;B;B;B;A;E;C;E;E;E;D;E;C;D;A
407.0;B;E;B;B;A;B;E;A;E;A;E;C;B;C;A;C;A;C;D;B;D;C;A;C;B;C;D;C;D;D;E;E;D;C;C;D;B;C;C;A;C;E;D;E;E
407.0;D;E;E;C;C;D;E;D;E;B;E;C;D;C;B;D;D;E;C;E;E;D;B;E;C;E;D;D;D;A;E;B;D;C;D;E;C;B;A;E;C;E;E;D;C
407.0;E;C;B;B;D;E;A;C;B;A;E;A;C;D;C;B;D;B;D;A;C;D;B;E;C;A;C;E;A;C;E;C;B;C;A;E;E;B;A;E;C;E;C;D;C
407.0;A;A;E;D;A;C;A;B;A;E;D;C;A;C;E;A;C;B;A;E;D;A;A;C;C;E;B;A;E;E;B;C;C;B;A;E;B;E;A;B;B;E;D;A;A
407.0;D;D;E;E;A;B;E;D;E;D;A;E;D;D;E;D;C;E;A;E;C;E;E;A;B;E;D;C;D;A;E;D;A;C;E;E;E;B;D;E;B;C;A;E;D
407.0;B;E;C;A;D;B;E;C;E;E;C;B;C;B;D;C;D;E;C;A;A;D;C;E;B;A;A;C;B;D;B;D;E;A;A;C;C;B;E;E;B;C;A;B;A
407.0;B;C;B;C;D;B;A;D;E;C;B;D;A;E;C;D;E;C;E;E;A;D;D;A;C;D;E;B;A;D;B;E;D;B;D;C;D;D;D;A;E;B;E;B;D
407.0;A;E;C;D;E;D;E;B;E;D;E;C;D;B;E;D;A;C;E;B;D;E;D;C;B;E;D;E;B;A;D;D;E;C;B;C;E;A;D;D;C;E;E;B;D
407.0;D;E;B;A;E;B;A;D;E;A;C;A;B;E;D;C;A;B;B;E;D;B;A;E;D;E;E;E;A;E;E;B;E;C;D;E;A;E;A;C;D;E;C;A;D
407.0;D;C;B;B;D;A;E;C;E;B;E;C;B;C;A;D;A;A;B;B;D;E;A;B;B;A;C;D;A;A;C;C;A;D;A;A;B;A;A;A;D;E;B;D;B
407.0;D;A;A;B;C;D;A;C;A;E;E;C;B;D;E;E;C;C;C;D;D;B;A;C;B;A;D;C;A;D;E;A;B;B;A;A;C;B;A;A;D;E;A;A;B
407.0;E;A;B;C;B;B;A;D;E;B;B;B;B;B;D;C;B;B;E;D;C;A;E;B;C;C;E;E;B;C;C;E;E;B;B;E;B;E;D;E;E;E;E;A;D
407.0;D;A;D;E;A;B;E;C;A;D;E;C;A;D;A;E;E;A;D;E;B;B;B;C;B;B;D;D;A;C;B;A;A;B;C;E;C;A;D;B;D;E;A;C;A
407.0;B;C;E;D;C;B;E;C;B;D;D;A;E;E;A;B;C;E;D;E;D;E;D;B;C;A;B;E;C;E;B;E;E;C;C;E;E;C;B;A;B;C;D;B;D
407.0;B;D;B;D;A;D;E;C;E;E;E;C;D;E;C;D;D;B;D;B;C;E;A;C;D;B;B;C;B;D;D;C;C;E;D;E;B;A;E;B;D;C;B;A;B
407.0;E;A;A;A;C;B;A;E;E;A;E;D;E;C;A;C;D;A;C;E;E;E;E;C;B;B;A;B;A;A;E;B;E;E;B;E;C;B;D;E;C;E;C;B;B
407.0;A;D;C;E;D;B;A;A;E;B;A;E;A;D;A;C;E;D;B;C;D;D;A;E;B;A;C;B;A;E;D;A;B;C;A;E;A;D;E;A;D;A;C;E;A
407.0;E;A;C;A;B;D;C;C;B;A;A;B;E;C;D;B;E;D;B;D;B;E;D;C;B;A;C;D;E;A;A;B;B;A;B;D;B;C;A;E;D;C;A;A;B
407.0;D;E;C;A;D;C;A;E;D;B;B;D;B;C;B;C;A;C;B;A;D;B;B;B;D;C;C;E;B;D;C;B;B;C;B;E;C;C;A;D;E;E;E;B;B
407.0;D;D;C;B;C;D;D;A;D;D;A;E;D;C;D;D;D;C;D;E;D;D;D;C;D;D;C;D;A;D;B;D;E;A;D;A;B;A;C;D;D;E;B;D;A
407.0;D;A;C;B;D;D;C;D;E;E;C;B;C;D;E;D;D;D;B;E;C;E;A;D;A;C;D;B;A;D;A;C;E;E;D;A;B;D;E;A;E;E;E;C;B
407.0;D;B;A;D;E;E;C;E;A;D;C;E;B;A;E;D;B;C;D;D;B;E;D;C;E;B;D;E;B;D;B;E;C;D;D;C;D;E;C;C;B;C;D;D;D
407.0;E;C;C;E;D;D;D;C;B;E;C;C;C;D;A;A;D;C;E;C;C;B;E;C;B;D;D;B;D;A;B;A;B;C;D;C;E;A;E;D;C;E;E;B;E
407.0;D;A;E;B;C;D;A;D;D;E;B;C;D;D;E;E;D;C;E;A;A;D;D;A;D;B;E;C;A;B;D;E;B;E;C;E;B;C;E;A;D;E;B;A;B
407.0;C;C;E;B;B;D;E;C;E;C;E;C;B;E;E;B;E;A;E;B;D;B;C;C;B;C;D;A;A;A;B;E;C;B;A;E;C;C;D;B;B;E;E;C;E
407.0;A;A;B;B;B;D;A;C;E;A;C;D;B;C;C;C;D;C;B;D;C;B;E;B;D;B;A;E;A;B;B;E;B;C;D;E;A;A;E;B;C;C;B;A;D
407.0;C;A;C;D;A;B;D;B;C;B;E;A;C;B;E;E;D;A;E;A;E;C;E;A;C;C;B;B;C;A;B;A;E;E;E;E;B;C;A;B;E;C;B;A;B
407.0;B;C;D;B;E;B;A;B;E;E;C;A;D;D;D;C;A;A;B;A;C;C;D;D;C;A;E;D;A;D;C;A;D;B;A;E;A;B;C;E;E;D;C;D;B
407.0;C;C;C;C;D;D;B;B;E;A;B;C;B;D;B;B;A;B;A;C;E;C;A;D;B;D;C;B;D;C;A;A;C;B;C;C;A;D;E;B;C;E;C;C;A
407.0;B;E;C;B;C;D;E;D;E;A;B;C;D;E;A;A;B;E;B;A;C;D;E;A;B;C;D;E;B;B;C;D;E;A;B;C;D;E;A;B;B;C;D;E;A
407.0;C;A;E;E;D;B;E;D;C;A;B;B;E;C;D;D;C;B;C;A;C;D;A;C;C;C;D;C;B;E;B;E;E;A;A;E;B;D;D;E;D;E;C;A;A
407.0;E;B;A;C;E;B;A;A;C;D;C;E;B;E;C;E;D;A;E;D;B;C;A;E;C;B;C;C;D;B;B;D;C;B;D;E;C;A;D;B;C;E;C;B;D
407.0;C;E;C;B;A;B;A;D;A;A;B;B;C;C;B;C;D;C;C;B;D;D;A;A;B;A;C;A;B;A;C;D;E;C;E;D;A;A;D;B;B;C;C;D;A
407.0;D;E;A;D;A;B;D;B;B;A;A;E;C;E;E;B;D;E;B;C;A;E;D;A;B;B;B;C;B;A;B;E;A;C;A;E;C;D;C;B;E;E;D;A;C
407.0;A;A;A;C;D;E;C;B;E;A;E;D;E;C;D;A;D;C;C;D;E;C;D;E;A;E;C;B;A;C;B;B;E;C;B;D;C;D;D;A;B;C;B;E;B
407.0;D;A;B;B;D;D;A;D;E;A;B;A;D;C;A;A;C;E;B;A;D;B;E;B;B;B;B;B;A;B;D;E;C;B;B;E;B;D;E;B;D;C;C;A;B
407.0;B;A;B;E;B;B;A;D;E;A;A;C;B;C;A;D;C;C;D;B;C;A;B;C;B;A;C;B;A;C;B;E;A;C;B;A;C;D;D;B;B;C;D;E;A
407.0;D;C;B;E;A;D;C;C;D;B;A;A;A;E;B;A;C;E;B;D;A;E;C;C;B;B;B;B;A;C;B;B;D;C;C;B;C;D;A;C;B;E;E;B;B
407.0;D;E;B;D;C;B;C;D;C;E;E;A;D;E;E;E;B;D;B;B;C;A;C;B;E;B;E;E;D;C;A;D;B;D;C;C;B;E;D;D;E;D;D;B;D
407.0;A;D;B;B;C;C;E;E;E;C;E;E;C;C;C;E;A;D;D;D;D;B;D;C;B;A;C;E;B;D;A;E;E;C;C;B;C;C;E;A;B;C;C;D;D
407.0;E;E;C;C;D;D;E;E;D;A;E;A;D;D;E;D;B;A;E;A;E;C;D;B;D;C;D;D;A;B;E;B;B;E;B;E;B;D;D;D;B;A;A;C;D
407.0;E;E;D;B;D;D;A;D;E;D;E;D;B;D;C;B;E;D;B;C;D;D;C;E;C;D;A;E;B;D;E;C;A;E;B;A;D;E;D;D;E;C;D;D;A
407.0;D;A;B;E;B;D;D;B;E;A;C;C;A;B;A;B;A;B;B;E;D;E;B;A;C;A;A;B;A;A;C;B;B;A;C;D;E;A;D;B;B;A;A;C;C
407.0;D;A;B;E;B;B;E;D;E;E;E;B;E;B;D;C;C;E;E;A;A;E;B;D;B;A;D;B;A;C;D;D;E;B;A;D;C;B;C;E;D;E;A;A;E
407.0;C;A;E;E;B;D;D;C;A;E;E;E;E;A;E;A;C;D;E;E;E;D;C;E;B;C;A;B;B;E;C;E;B;E;C;A;C;C;D;A;B;E;E;D;D
407.0;A;C;B;E;B;D;B;A;E;E;A;B;B;C;A;E;E;E;D;A;D;D;E;A;D;B;B;B;D;C;A;B;C;C;D;E;A;C;A;D;C;B;B;D;A
407.0;A;E;D;D;E;B;E;C;D;D;E;A;E;D;D;E;D;A;E;B;E;E;B;A;D;D;D;C;A;C;E;E;C;E;D;D;C;D;D;E;B;E;A;C;D
407.0;B;E;C;B;C;D;E;C;E;A;E;B;A;D;A;B;D;C;E;E;D;D;A;C;B;A;A;E;C;D;C;C;E;C;A;E;C;B;D;A;A;C;E;B;E
407.0;B;A;C;E;E;B;A;A;E;E;D;E;C;B;B;E;D;A;D;D;C;E;A;D;B;D;A;B;E;E;E;E;E;C;D;A;E;E;A;C;E;C;A;A;A
407.0;A;C;C;B;A;D;D;A;E;A;C;B;C;E;C;B;A;A;B;B;E;A;B;B;B;A;D;E;A;D;E;B;B;C;C;A;C;B;D;C;B;A;A;A;D
407.0;B;B;E;E;E;D;A;A;E;A;B;E;B;E;C;B;D;E;B;E;A;D;A;C;C;C;B;B;A;E;B;E;A;C;D;A;B;C;C;A;E;A;E;A;C
407.0;E;A;D;B;D;C;E;D;A;B;E;D;D;C;E;B;A;A;D;D;D;D;B;C;B;D;A;E;C;D;E;B;C;C;E;E;C;C;A;C;E;C;D;C;C
407.0;C;A;B;B;E;B;E;A;C;E;D;A;E;C;A;C;A;A;C;E;D;A;D;E;D;A;E;B;E;C;A;C;B;C;C;A;C;E;A;B;C;C;C;A;A
407.0;C;A;C;B;A;A;D;E;D;B;C;D;B;B;A;D;B;A;E;A;C;B;A;C;B;C;C;B;A;D;A;A;E;C;B;C;B;C;C;B;E;E;A;D;B
407.0;B;A;D;C;B;A;A;E;E;A;E;A;C;D;C;B;E;C;B;A;D;D;D;B;B;B;C;C;A;A;E;D;B;C;E;E;C;C;E;E;C;C;E;B;E
407.0;C;A;D;D;A;B;C;A;E;A;E;B;C;C;A;B;A;E;C;E;B;D;C;D;B;A;D;E;B;A;D;C;B;C;A;E;B;E;D;A;C;D;A;D;B
407.0;A;A;B;B;B;C;E;A;D;E;B;B;A;C;A;E;C;B;D;C;D;D;E;D;D;C;D;E;C;A;D;A;D;C;A;E;B;D;D;A;E;C;A;E;C
407.0;C;E;B;E;E;D;C;C;D;A;B;A;D;C;E;B;D;B;C;D;B;A;B;A;B;C;C;A;C;E;B;B;C;A;C;A;B;E;D;A;E;C;C;A;A
407.0;C;A;A;E;B;D;E;D;E;E;E;A;D;C;A;D;D;D;B;E;D;C;A;D;B;C;D;B;B;E;E;A;C;E;D;D;E;D;E;B;A;A;E;A;C
407.0;B;E;D;D;B;B;E;C;E;A;D;E;D;A;D;E;A;E;E;A;D;D;C;C;A;D;E;C;E;D;E;E;D;D;E;E;C;C;E;E;B;A;C;C;B
407.0;D;A;E;B;E;D;E;E;D;E;D;A;B;A;C;A;E;C;A;E;A;E;A;C;C;D;C;A;C;B;C;E;A;C;A;E;B;A;B;E;C;C;E;C;E
407.0;A;A;A;B;A;B;A;C;B;E;E;A;E;A;E;D;E;A;C;D;B;A;E;A;C;B;E;A;E;E;D;E;D;B;A;E;B;A;E;A;C;E;A;B;B
407.0;E;A;B;A;C;E;D;C;C;A;E;D;A;A;C;A;D;C;A;E;D;B;A;C;A;C;B;E;B;C;E;B;D;C;C;E;E;C;E;C;C;D;D;A;A
407.0;D;C;B;B;E;E;D;D;E;A;E;D;E;E;E;D;C;C;E;A;B;D;A;E;E;A;A;D;A;D;E;E;D;E;B;E;B;D;D;E;D;A;E;B;B
407.0;E;C;E;D;D;B;E;C;E;C;E;E;E;E;E;E;C;C;C;E;D;E;E;E;D;E;E;E;C;C;E;E;D;C;D;D;E;C;E;E;D;C;D;C;B
407.0;C;A;A;B;D;E;B;A;E;B;C;D;E;B;C;D;B;B;D;E;D;D;B;A;C;A;B;E;D;C;E;C;B;B;D;C;B;C;E;B;C;E;B;A;A
407.0;E;E;C;E;C;D;A;D;E;C;E;B;B;E;A;C;C;B;E;E;A;B;C;D;D;C;E;B;B;E;E;C;D;A;D;C;B;B;A;A;D;E;B;E;C
407.0;C;A;A;C;B;B;A;E;A;C;E;E;B;D;A;B;C;D;D;B;C;B;A;A;E;A;C;A;D;A;D;D;D;C;D;A;E;C;A;A;C;C;B;D;B
407.0;D;A;B;E;C;D;E;C;B;B;A;C;C;E;B;B;B;E;D;D;D;D;E;D;C;C;B;B;B;C;E;E;E;C;B;B;C;E;B;D;B;E;E;E;B
407.0;E;B;B;B;C;B;C;C;A;E;B;D;B;C;A;C;A;C;B;C;B;A;C;B;B;C;A;D;B;A;C;A;A;C;C;C;B;C;D;E;C;B;C;A;C
407.0;D;B;D;B;D;D;E;C;D;E;E;C;D;A;A;E;D;C;B;E;D;B;E;E;B;C;D;E;E;A;D;B;A;E;A;E;B;E;C;E;D;C;E;D;D
407.0;A;A;C;B;E;E;E;D;D;B;C;B;B;A;B;C;E;B;B;A;E;D;C;C;B;A;C;A;C;D;B;E;E;E;A;E;C;D;D;E;C;C;B;A;B
407.0;B;B;B;A;D;D;E;E;B;E;E;E;E;B;C;C;D;A;E;D;D;D;A;A;E;D;C;E;A;B;C;C;E;C;E;C;B;C;D;E;B;C;A;D;B
407.0;A;C;C;B;A;A;A;C;E;A;C;C;C;E;A;B;A;E;B;A;D;D;E;C;C;D;E;B;A;A;A;B;D;E;B;E;D;B;D;D;D;E;E;D;A
