CO_PROVA_CN;questao_1;questao_2;questao_3;questao_4;questao_5;questao_6;questao_7;questao_8;questao_9;questao_10;questao_11;questao_12;questao_13;questao_14;questao_15;questao_16;questao_17;questao_18;questao_19;questao_20;questao_21;questao_22;questao_23;questao_24;questao_25;questao_26;questao_27;questao_28;questao_29;questao_30;questao_31;questao_32;questao_33;questao_34;questao_35;questao_36;questao_37;questao_38;questao_39;questao_40;questao_41;questao_42;questao_43;questao_44;questao_45
199;B;A;E;E;B;C;D;A;D;D;E;A;A;C;B;B;C;B;E;B;D;D;B;E;A;A;B;C;E;E;B;D;C;B;C;B;B;D;C;B;A;C;E;B;B
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;D;E;C;B;A;B;E;C;B;D;D;C;A;D;C;E;A;B;C;D;E;B;B;E;B;A;B;C;D;B;C;A;E;A;C;B;B;E;D;D;E;A;D;C;E
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;A;A;E;D;A;A;A;C;C;B;C;A;C;D;E;B;A;B;C;B;A;E;A;E;C;E;A;A;B;C;C;D;E;E;C;B;A;E;C;B;D;A;A;B;E
199;D;E;D;D;D;C;D;D;C;B;C;D;C;A;D;D;A;A;C;D;D;A;D;C;E;E;E;D;E;E;C;C;E;E;E;E;B;D;D;B;D;D;C;C;C
199;E;A;E;A;A;D;A;A;C;D;C;E;E;E;E;A;C;D;A;B;D;C;A;A;A;B;D;A;A;B;C;A;D;E;E;E;E;E;D;E;C;D;B;B;B
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;D;A;A;B;B;A;D;A;C;D;A;A;A;A;B;B;C;A;C;E;A;E;A;A;B;A;B;A;E;E;B;E;E;E;A;E;A;E;E;B;E;B;B;E;E
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;D;C;E;D;C;B;C;A;B;C;D;E;D;B;D;E;A;C;A;D;A;A;E;E;A;E;B;C;C;B;B;D;E;E;E;E;D;B;D;D;E;A;C;C;D
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;C;D;D;D;D;E;E;A;B;C;E;A;D;D;B;A;A;D;D;B;C;C;A;D;B;E;E;C;A;A;D;C;A;E;A;E;B;C;C;D;D;A;A;C;B
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;E;A;D;E;C;A;D;A;E;A;C;B;E;E;D;D;E;B;C;D;E;C;E;E;A;C;D;A;D;D;D;E;D;E;C;B;C;B;E;D;A;E;D;C;C
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;E;D;B;E;E;D;D;C;C;B;C;D;B;A;D;B;A;C;C;E;A;C;D;E;B;B;A;E;E;A;E;C;E;E;A;C;D;B;D;D;E;C;A;E;C
199;A;D;E;D;D;B;B;E;B;E;C;D;D;A;C;E;A;C;E;E;A;C;E;E;C;B;D;D;A;B;C;B;C;A;E;B;D;A;A;B;C;A;D;E;E
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;D;C;A;D;D;A;E;A;E;B;D;B;D;B;B;B;A;A;B;A;C;D;A;D;B;E;D;A;E;C;D;C;E;E;B;E;E;D;C;D;C;A;A;A;D
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;C;A;E;D;E;A;A;A;C;D;A;D;B;B;C;A;A;B;C;E;A;A;B;D;D;C;D;D;D;B;C;E;E;A;E;E;C;A;D;D;E;B;B;C;D
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;D;A;C;C;D;B;A;A;D;B;C;A;D;C;C;B;A;E;E;E;C;C;B;D;B;C;A;C;E;C;D;D;A;E;C;B;C;C;A;B;A;C;B;A;C
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;E;D;B;D;D;A;D;A;B;A;D;B;B;C;B;B;A;A;A;E;C;E;C;D;C;D;C;D;A;B;B;D;C;E;E;A;B;B;D;D;C;B;B;B;C
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;E;A;B;D;E;D;D;D;A;D;D;E;C;C;D;E;A;C;E;A;B;C;E;D;A;A;A;C;D;E;C;B;E;D;D;E;B;B;B;C;E;A;D;E;C
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;E;A;A;C;B;C;A;D;D;B;B;D;A;A;E;D;A;B;C;D;E;D;A;E;B;A;E;B;.;.;C;B;C;D;C;B;B;C;.;D;B;A;D;B;B
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;E;B;*;E;A;A;A;D;A;E;C;E;A;C;C;B;E;A;D;B;D;C;A;D;D;E;E;A;E;B;D;E;D;E;A;E;B;A;C;D;D;B;B;A;D
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;C;B;B;B;B;B;A;A;A;B;D;B;A;C;B;E;A;A;C;D;A;C;B;C;A;D;C;C;E;A;C;C;E;E;C;A;E;E;D;C;D;A;A;E;A
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;D;E;E;B;D;B;C;D;B;A;E;C;A;C;C;E;B;C;E;D;D;C;A;E;B;C;A;D;D;A;C;E;C;A;E;E;A;C;E;D;E;A;D;C;D
199;D;A;B;D;A;D;E;D;E;C;D;A;B;C;A;E;A;C;A;D;D;C;B;D;B;B;B;C;D;B;A;B;E;B;E;E;C;A;D;D;E;A;B;C;C
199;D;A;B;A;A;A;E;A;C;B;A;A;D;C;C;E;E;E;C;E;A;D;A;B;A;E;D;A;D;B;B;C;E;E;E;A;C;A;B;A;C;A;B;E;A
199;C;C;B;B;D;A;D;A;B;E;B;A;C;C;C;E;A;A;D;D;D;B;D;E;C;A;A;D;E;C;C;D;D;B;E;A;D;D;E;D;D;A;E;C;C
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;E;A;A;B;C;A;D;A;C;B;E;B;C;B;E;E;E;B;E;D;C;A;B;E;A;E;D;C;B;B;C;A;A;E;E;B;C;E;D;B;E;A;B;C;D
199;E;C;E;B;D;A;D;A;B;C;D;B;B;E;C;B;B;B;D;E;D;B;E;D;A;E;E;B;A;B;A;C;C;E;D;A;D;E;E;C;A;A;D;A;E
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;A;A;C;A;D;A;C;A;E;D;B;A;D;E;C;B;A;D;D;E;A;C;C;E;D;C;B;D;E;E;B;C;A;E;D;E;E;E;B;C;A;E;B;E;A
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;C;C;D;C;D;D;D;C;C;C;C;C;B;C;D;C;D;C;C;C;D;D;D;E;B;D;B;D;A;D;C;D;D;B;D;B;C;D;D;D;D;D;C;D;C
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;C;B;D;C;E;D;A;D;A;C;B;C;D;A;E;B;C;E;C;D;A;B;C;A;D;E;B;A;E;B;C;E;E;E;A;B;D;C;E;D;E;A;B;E;A
199;D;D;A;D;D;E;A;A;A;C;C;C;C;A;D;B;B;B;B;C;E;E;B;C;D;E;C;D;E;E;C;C;E;B;A;B;B;D;A;D;E;A;B;A;E
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;E;B;B;C;B;A;D;A;C;C;E;D;B;C;C;A;D;E;C;B;C;A;B;C;E;D;A;C;B;D;C;.;A;C;D;B;C;E;D;C;A;D;B;D;C
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;A;B;A;D;A;B;D;C;B;B;B;A;D;B;A;E;A;C;C;C;E;C;A;A;E;E;A;C;D;C;C;A;D;A;D;E;B;B;A;D;D;A;D;C;A
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;D;D;B;D;A;D;D;E;B;C;C;B;A;C;D;B;D;E;E;A;B;C;D;E;C;A;D;B;E;B;A;D;C;E;B;B;E;C;E;C;E;A;A;C;D
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
