CO_PROVA_CN;questao_1;questao_2;questao_3;questao_4;questao_5;questao_6;questao_7;questao_8;questao_9;questao_10;questao_11;questao_12;questao_13;questao_14;questao_15;questao_16;questao_17;questao_18;questao_19;questao_20;questao_21;questao_22;questao_23;questao_24;questao_25;questao_26;questao_27;questao_28;questao_29;questao_30;questao_31;questao_32;questao_33;questao_34;questao_35;questao_36;questao_37;questao_38;questao_39;questao_40;questao_41;questao_42;questao_43;questao_44;questao_45
291.0;A;B;A;D;A;E;D;D;A;C;B;B;D;B;E;E;A;D;C;D;D;A;D;C;E;D;C;B;C;E;D;B;D;D;D;B;A;E;C;C;C;A;B;D;B
291.0;A;C;C;D;A;D;E;D;D;B;B;D;C;D;B;B;D;C;B;D;D;D;E;B;C;B;B;D;E;D;E;C;B;C;B;B;D;C;E;C;E;C;C;A;B
291.0;E;D;D;D;D;D;C;C;B;B;C;C;A;B;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
291.0;C;B;D;B;B;B;D;B;B;A;B;A;A;D;E;A;B;D;D;C;C;A;E;C;C;E;A;C;A;A;B;D;A;B;C;A;A;E;D;E;B;B;C;B;D
291.0;B;B;D;C;D;A;D;D;A;D;E;D;B;A;B;E;C;D;B;E;B;B;C;A;C;D;B;A;E;D;B;C;B;D;E;D;B;A;C;E;D;C;E;C;E
291.0;B;C;A;B;E;B;C;D;A;E;E;C;B;D;C;A;C;C;B;A;B;D;E;E;E;D;C;C;B;A;A;C;D;B;B;C;C;C;A;A;D;E;B;E;A
291.0;C;A;C;D;E;E;D;A;C;D;A;A;D;D;B;A;B;B;D;E;B;A;C;C;E;A;D;C;B;B;D;B;A;D;D;C;B;D;C;C;C;A;B;A;A
291.0;A;C;D;D;E;E;C;B;E;E;E;C;E;C;E;B;D;D;D;E;C;E;C;C;A;A;E;D;E;D;E;C;E;D;A;E;C;D;B;D;B;A;E;D;A
291.0;A;B;B;D;E;B;E;C;A;D;E;B;D;A;B;B;D;B;A;D;A;D;C;A;E;C;D;D;A;D;D;C;D;B;B;A;D;A;B;C;D;E;E;E;A
291.0;B;B;D;A;B;A;E;C;D;A;A;B;C;E;C;A;A;E;C;D;B;A;E;E;C;A;B;A;C;C;D;E;C;B;B;E;A;A;B;D;E;E;B;A;B
291.0;C;D;D;A;C;D;C;D;D;A;E;B;C;D;B;A;C;D;A;C;E;E;D;A;C;B;D;B;A;D;E;A;E;B;D;D;E;C;A;C;B;D;E;D;A
291.0;B;D;A;D;A;B;E;D;C;E;D;D;B;A;B;C;B;B;C;E;D;E;D;D;A;A;D;E;B;D;B;D;C;D;C;B;A;E;A;B;B;B;D;E;A
291.0;E;D;C;B;A;E;D;E;A;B;C;B;B;C;A;E;A;D;C;B;E;C;C;E;C;E;A;D;E;C;A;B;C;A;C;E;B;D;C;D;D;C;E;A;C
291.0;B;B;A;A;D;B;D;E;D;A;E;A;A;C;D;C;A;B;D;D;D;C;B;A;E;.;D;C;C;B;C;C;B;C;D;A;D;A;E;A;E;A;D;B;D
291.0;B;C;D;C;D;C;D;B;D;B;B;A;E;D;B;C;A;D;E;A;C;D;D;C;D;A;A;E;A;E;D;B;C;B;B;D;B;C;A;A;E;A;C;D;C
291.0;A;C;A;A;E;A;C;D;C;B;B;A;D;E;B;B;D;B;C;A;D;B;C;A;A;D;D;E;C;E;B;C;E;D;A;B;A;E;C;D;D;D;A;E;B
291.0;B;C;A;C;D;B;E;D;E;E;E;A;C;D;B;D;B;C;C;E;D;B;E;D;A;A;D;C;E;A;D;E;D;C;*;C;E;B;D;B;E;C;D;D;C
291.0;B;B;C;A;A;B;D;B;A;E;B;E;B;A;B;A;D;B;A;C;C;A;D;A;B;C;E;C;D;D;A;A;C;B;C;A;A;A;A;A;B;A;C;A;A
291.0;B;B;D;B;D;B;C;D;D;C;A;E;B;A;B;B;E;E;D;D;C;D;E;A;C;D;B;A;A;A;A;B;C;E;A;C;B;C;B;B;D;E;C;B;A
291.0;C;C;A;B;D;B;E;A;C;E;D;C;E;B;D;E;C;C;D;A;D;C;E;E;E;A;D;A;A;D;B;B;A;B;E;C;A;E;D;C;E;B;E;C;C
291.0;B;E;A;A;E;E;D;A;A;A;B;E;A;B;A;A;E;B;C;C;D;E;D;E;E;C;B;B;D;E;A;A;C;B;D;C;A;E;B;A;B;A;D;E;A
291.0;A;C;C;A;E;B;E;E;B;A;B;D;B;E;D;C;C;D;B;D;B;A;D;D;C;D;B;C;A;C;D;B;E;D;D;E;B;E;B;D;D;A;C;A;A
291.0;C;B;A;A;E;B;A;B;D;C;D;E;B;C;C;A;D;C;E;A;B;B;B;D;A;D;C;C;D;E;B;D;C;B;C;A;E;D;A;E;E;C;B;A;A
291.0;A;C;C;D;E;E;A;D;C;D;A;D;D;A;A;C;E;B;C;D;C;E;D;D;B;C;E;D;C;D;A;A;A;D;C;E;A;E;C;B;D;A;E;B;B
291.0;E;C;C;B;A;C;C;D;C;E;C;B;D;C;D;E;A;C;E;E;B;D;E;C;C;D;A;C;A;D;B;D;D;D;D;A;E;C;A;E;B;A;E;D;A
291.0;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;A;C;C;C;A;D;C;E;C;D;C;D;B;C;B;D;A;E;C;C;C;B;E;A;C;C;C;C
291.0;E;B;E;A;A;D;D;D;E;D;A;D;B;A;C;C;E;A;B;D;E;A;D;A;E;D;A;C;E;D;E;C;D;A;C;E;D;C;A;A;B;A;B;C;E
291.0;B;B;C;C;D;B;E;A;B;B;B;B;A;B;B;A;E;B;D;A;D;D;D;D;D;C;D;C;A;D;E;D;E;B;A;C;C;B;C;A;D;A;D;E;E
291.0;D;C;A;D;D;B;D;A;C;B;A;D;A;B;B;C;D;D;E;A;D;A;D;E;A;C;D;B;B;E;C;D;A;D;D;D;B;B;E;D;D;A;E;A;E
291.0;B;B;A;A;B;E;D;A;B;C;D;E;B;B;A;C;C;B;C;D;C;B;A;C;B;D;A;B;B;D;A;D;D;D;C;D;B;C;E;B;B;C;B;D;C
291.0;E;A;D;A;D;A;E;D;C;C;A;B;C;D;C;A;C;A;A;D;D;E;A;E;A;A;A;D;E;E;A;B;C;C;B;E;A;E;A;E;C;A;B;D;D
291.0;A;D;D;D;B;D;C;B;A;E;B;E;B;B;B;A;B;B;D;A;C;E;C;A;D;B;B;D;B;E;C;A;C;B;B;B;C;C;A;C;D;E;B;E;A
291.0;A;E;C;D;B;A;E;A;C;D;B;A;C;C;D;C;A;B;A;E;D;A;D;E;C;D;D;C;A;A;D;D;E;B;D;D;B;C;D;C;D;E;C;E;A
291.0;C;B;D;D;C;A;E;D;A;C;B;E;C;B;B;A;A;A;C;E;D;E;C;E;C;D;B;C;B;C;E;B;B;E;D;C;E;C;B;D;B;A;E;A;B
291.0;D;A;C;D;E;B;E;A;A;D;B;C;E;B;A;C;D;A;C;E;C;C;C;A;C;C;C;E;B;E;A;D;A;D;B;C;C;A;E;C;C;E;A;C;A
291.0;E;D;C;D;E;D;A;D;D;E;A;D;A;B;B;A;A;B;C;E;B;B;B;D;E;C;B;C;B;E;C;B;C;B;D;B;C;C;A;C;B;A;E;C;B
291.0;A;C;D;B;E;C;A;E;D;D;B;B;C;C;B;A;E;D;C;C;E;A;E;D;C;A;A;D;B;E;C;E;C;A;E;C;E;B;E;B;E;A;A;E;A
291.0;B;B;C;A;A;B;C;B;E;D;A;D;A;B;C;B;A;B;D;C;A;B;D;A;C;D;C;C;B;C;E;B;D;D;E;B;A;B;D;A;D;E;C;D;A
291.0;B;D;C;B;A;D;B;E;A;C;B;E;D;D;C;C;C;D;C;D;D;B;D;E;B;C;D;C;D;C;E;B;D;C;A;C;D;C;B;C;A;E;C;D;A
291.0;B;D;C;B;A;E;D;B;C;D;B;D;C;A;C;D;B;D;B;A;D;D;C;D;C;D;E;C;A;A;A;C;D;B;C;B;A;B;B;B;B;E;E;A;D
291.0;E;C;A;C;B;C;B;D;D;B;B;D;B;D;C;E;B;D;C;A;D;C;B;D;B;A;B;C;C;C;D;C;E;D;C;C;B;A;A;D;D;A;C;E;B
291.0;D;B;D;A;E;A;E;E;A;E;C;D;B;A;C;D;A;B;E;E;D;E;D;A;C;A;B;D;D;D;E;B;C;A;E;B;D;A;A;B;D;A;B;A;C
291.0;D;B;D;E;A;A;C;A;B;A;E;A;C;A;B;D;E;B;B;D;C;A;A;D;C;A;E;E;A;D;E;B;D;B;A;E;E;B;A;D;B;B;A;A;A
291.0;A;D;D;D;A;E;E;A;A;D;C;D;B;A;B;E;E;B;D;C;D;D;E;A;C;A;B;B;D;D;D;B;C;B;D;E;A;C;D;B;B;E;C;D;A
291.0;B;D;B;B;A;B;C;D;B;D;D;A;D;A;C;B;B;B;C;E;C;D;D;A;C;D;D;C;A;A;A;A;D;B;A;D;A;C;B;E;D;E;B;E;E
291.0;A;D;A;D;A;D;C;B;A;A;B;E;A;C;B;E;C;B;A;E;E;E;D;E;D;C;B;E;A;D;B;D;E;B;D;C;B;B;B;D;D;A;D;E;B
291.0;B;C;A;A;C;D;A;B;C;B;A;C;A;B;B;A;B;B;C;A;D;C;B;C;C;B;B;D;C;D;B;C;D;C;D;C;E;B;A;C;A;B;C;E;E
291.0;B;B;D;A;A;B;C;B;E;D;A;C;B;A;B;E;B;B;C;E;D;C;D;E;E;A;E;A;C;E;E;C;C;D;A;D;A;E;B;A;D;E;C;E;A
291.0;B;C;E;D;E;D;D;A;C;E;C;B;B;E;B;A;E;D;C;D;D;D;A;A;C;A;A;C;C;D;B;C;C;C;B;B;D;C;A;C;E;A;B;B;A
291.0;A;B;D;B;C;E;D;B;A;D;A;C;C;C;D;D;E;C;C;C;C;C;C;E;E;D;B;A;C;C;A;C;C;D;A;C;B;E;A;C;D;A;C;E;B
291.0;B;C;E;B;B;C;A;D;C;C;B;A;B;A;D;B;A;D;B;E;B;D;D;D;A;A;C;E;D;A;A;C;E;D;B;C;B;C;E;A;D;E;E;E;E
291.0;D;B;D;C;B;A;D;D;B;A;A;C;B;D;C;A;B;C;C;E;B;B;C;A;C;D;A;D;A;D;C;C;A;C;C;B;C;D;C;B;B;E;A;A;B
291.0;D;C;C;E;E;B;D;A;A;D;C;A;A;D;B;A;B;B;C;E;C;D;A;D;E;B;D;A;C;D;E;B;A;B;A;B;C;E;D;A;D;B;E;A;D
291.0;D;B;A;D;D;D;B;B;C;A;B;A;B;E;C;C;C;D;E;D;D;B;A;A;E;B;C;B;A;A;D;C;E;B;A;E;B;A;B;D;D;A;E;A;D
291.0;B;A;C;D;D;A;A;E;D;D;B;B;C;A;B;B;B;B;D;C;D;A;B;A;A;A;B;A;A;D;D;B;B;E;A;A;E;C;D;B;D;B;B;B;D
291.0;A;E;C;B;A;A;D;D;A;D;C;E;B;A;B;A;D;B;D;A;C;C;D;A;D;A;E;B;A;D;E;B;C;B;A;C;A;E;B;A;D;E;A;E;A
291.0;B;B;B;B;A;A;A;A;A;A;A;E;E;D;B;B;A;A;B;E;A;B;E;A;B;C;B;C;C;D;E;B;D;D;B;C;A;A;*;A;D;A;C;C;B
291.0;A;E;B;B;A;A;C;D;D;D;B;D;B;A;E;A;B;E;E;D;D;D;B;C;E;E;D;A;C;C;C;C;C;C;C;A;B;E;B;B;D;B;E;E;A
291.0;E;B;E;D;D;E;E;D;D;B;E;E;E;A;B;A;E;B;B;A;E;A;E;A;E;A;D;D;D;D;E;C;A;B;A;C;A;A;B;A;B;E;B;A;E
291.0;B;E;C;B;A;D;E;D;C;C;D;A;D;B;D;B;B;D;B;A;D;D;E;A;C;C;B;C;A;D;B;B;C;B;D;A;E;B;D;C;D;E;B;E;E
291.0;B;C;C;B;A;C;D;B;D;E;B;C;A;D;B;B;E;C;D;A;B;E;D;B;C;B;B;C;D;E;E;D;C;D;B;A;C;E;C;E;B;A;C;D;A
291.0;A;C;D;D;E;C;C;D;C;A;B;D;A;B;E;A;A;B;C;D;D;D;C;A;C;D;C;*;C;A;E;B;A;A;C;C;C;B;A;D;A;C;C;C;A
291.0;B;E;D;A;D;C;B;E;A;C;E;E;B;C;A;D;A;E;A;C;E;B;C;A;D;E;B;C;A;E;C;B;D;C;E;A;D;E;C;B;D;A;E;B;D
291.0;E;B;D;B;A;D;E;E;E;E;A;C;B;D;B;C;E;B;D;E;D;E;D;A;C;A;A;B;C;D;E;C;E;A;A;C;C;C;B;B;B;A;D;D;A
291.0;B;B;D;C;B;B;A;B;B;C;A;E;A;B;D;C;B;C;E;C;B;E;C;E;E;A;B;E;C;D;E;B;C;B;A;D;A;C;C;D;B;A;C;B;B
291.0;A;D;D;D;B;A;C;D;E;B;A;E;A;E;C;A;E;D;D;E;C;D;A;E;E;A;B;B;D;D;C;B;D;D;D;B;E;E;D;B;D;B;A;D;B
291.0;B;B;A;D;A;B;C;D;B;B;B;A;D;C;D;B;C;B;D;E;C;D;B;A;E;D;A;C;C;A;D;B;C;B;B;C;B;C;A;C;A;E;D;E;A
291.0;A;E;D;B;D;C;C;D;B;B;A;D;A;D;C;A;B;D;E;C;C;A;B;D;E;A;E;E;C;D;B;D;A;D;D;A;C;C;A;A;A;C;A;D;B
291.0;B;B;C;A;B;E;D;A;C;E;D;E;C;B;D;B;E;E;E;C;C;A;B;A;C;D;B;D;D;E;A;A;C;A;B;E;A;D;C;B;B;A;D;E;C
291.0;D;B;C;D;E;C;D;D;C;B;A;B;B;A;A;A;D;A;C;C;B;D;C;A;B;B;D;D;B;E;B;D;A;B;B;B;D;C;A;A;D;A;C;C;B
291.0;A;C;C;D;B;A;E;D;D;E;A;B;B;C;C;D;E;B;C;C;D;D;B;A;C;C;A;B;D;D;E;B;A;D;D;E;C;C;C;C;D;E;E;C;A
291.0;A;A;A;D;E;A;A;E;B;A;A;C;A;D;B;E;C;B;D;B;B;A;D;D;B;A;B;B;A;D;A;A;E;C;A;C;A;E;B;B;A;E;E;B;A
291.0;B;B;D;E;B;B;E;A;E;A;B;D;B;A;A;B;D;C;A;C;E;A;D;E;E;E;B;C;B;D;B;D;E;D;A;D;A;E;A;C;C;A;D;B;A
291.0;E;C;C;A;D;B;E;D;B;E;B;C;A;D;E;D;E;C;B;C;D;C;E;C;A;D;C;A;D;D;C;B;C;E;D;D;C;E;E;B;A;E;D;C;B
291.0;E;C;D;A;A;D;D;E;C;E;A;C;A;B;B;A;A;A;B;B;C;D;D;E;D;E;B;E;A;D;D;C;C;D;B;E;D;C;C;A;B;E;C;E;A
291.0;A;B;A;D;C;B;D;B;C;D;B;C;A;D;B;A;D;A;D;E;C;D;D;A;E;D;C;B;D;A;E;A;A;C;D;C;B;E;B;C;D;A;E;E;A
291.0;A;C;D;C;C;A;D;E;B;A;E;D;B;D;B;A;B;B;D;E;E;B;C;A;E;A;B;E;C;D;C;B;C;B;D;E;C;D;B;C;D;C;A;A;A
291.0;B;C;D;A;A;C;C;D;B;C;D;C;D;A;B;B;A;B;C;D;D;A;D;E;E;D;D;D;B;E;C;D;B;B;C;B;B;B;C;C;B;E;E;E;A
291.0;A;B;A;B;E;D;C;B;B;B;B;E;D;D;C;E;B;B;D;B;D;C;B;A;C;A;B;E;D;D;A;D;B;C;B;B;D;D;B;C;D;A;D;C;A
