CO_PROVA_CN;questao_1;questao_2;questao_3;questao_4;questao_5;questao_6;questao_7;questao_8;questao_9;questao_10;questao_11;questao_12;questao_13;questao_14;questao_15;questao_16;questao_17;questao_18;questao_19;questao_20;questao_21;questao_22;questao_23;questao_24;questao_25;questao_26;questao_27;questao_28;questao_29;questao_30;questao_31;questao_32;questao_33;questao_34;questao_35;questao_36;questao_37;questao_38;questao_39;questao_40;questao_41;questao_42;questao_43;questao_44;questao_45
1228.0;B;C;A;D;E;C;A;E;B;C;C;A;D;A;E;B;B;A;A;C;E;C;A;A;B;B;A;E;C;B;D;A;C;A;A;D;A;B;D;A;E;D;B;A;C
1228.0;B;E;C;A;D;A;A;A;D;A;A;C;D;D;D;A;C;D;A;C;A;C;B;A;B;A;C;D;A;B;B;C;C;A;B;A;A;C;D;B;A;A;B;B;C
1228.0;C;B;D;A;C;A;C;B;C;A;A;B;E;E;A;B;A;A;A;E;A;A;D;C;A;C;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
1228.0;A;C;D;A;B;E;B;C;D;E;E;D;A;B;E;D;E;A;C;D;C;.;C;A;D;D;A;E;C;B;A;B;D;B;C;E;C;C;B;D;B;D;C;C;E
1228.0;D;B;B;D;E;A;C;A;C;A;E;D;D;A;B;C;C;A;B;D;E;B;D;B;D;C;D;E;E;A;A;E;C;E;E;B;C;C;D;A;C;D;E;B;D
1228.0;D;.;E;A;E;E;E;C;B;D;C;C;A;E;E;C;D;D;E;B;A;E;D;E;E;A;E;D;B;A;B;E;C;D;E;.;.;C;.;B;B;D;B;E;B
1228.0;C;A;A;D;B;E;C;B;D;B;A;D;C;B;A;B;A;E;C;E;A;C;A;A;C;D;B;B;A;B;D;D;E;B;E;D;A;B;D;E;B;C;C;B;D
1228.0;D;A;A;C;D;E;B;B;A;D;E;D;B;D;A;D;A;C;B;C;B;C;E;A;B;E;C;C;A;B;C;A;A;D;C;E;E;D;A;D;B;D;B;E;C
1228.0;A;C;C;A;E;A;B;A;A;D;B;E;A;E;E;D;B;D;C;E;A;B;D;D;E;B;C;D;A;B;C;C;E;A;B;C;E;A;D;D;D;D;C;E;B
1228.0;D;B;A;C;B;A;C;D;D;A;E;D;A;C;A;D;B;B;B;C;B;D;A;C;D;D;A;E;C;B;E;C;C;A;E;C;C;C;C;E;C;D;E;B;C
1228.0;C;A;B;D;E;E;D;A;C;D;E;D;A;B;A;C;B;A;C;C;E;C;B;C;A;C;B;A;B;B;B;C;C;E;C;D;C;A;A;D;B;E;C;D;B
1228.0;B;B;B;B;C;A;E;B;B;E;D;D;B;D;B;E;C;A;C;E;A;D;D;E;E;C;E;D;B;E;C;E;B;E;E;E;B;C;A;E;B;E;B;B;B
1228.0;C;A;E;B;B;D;B;B;D;C;D;D;B;E;E;D;C;A;C;A;D;D;D;D;E;D;B;E;B;B;D;E;E;E;D;E;A;D;B;D;B;E;B;E;C
1228.0;C;A;D;A;C;D;B;B;D;E;C;A;A;D;D;C;C;D;B;C;D;C;B;E;D;B;D;B;D;B;E;C;C;A;C;C;C;B;C;B;B;D;B;E;A
1228.0;E;D;E;A;E;E;C;A;A;E;C;B;D;D;D;B;D;D;B;E;D;C;D;A;D;C;A;E;D;A;D;C;E;C;A;D;B;A;C;E;B;C;A;C;B
1228.0;A;A;E;C;A;E;E;E;A;E;E;D;A;B;E;E;A;A;E;E;A;E;E;E;E;C;D;E;E;A;E;A;C;E;B;E;D;A;B;E;D;E;E;D;E
