CO_PROVA_CN;questao_1;questao_2;questao_3;questao_4;questao_5;questao_6;questao_7;questao_8;questao_9;questao_10;questao_11;questao_12;questao_13;questao_14;questao_15;questao_16;questao_17;questao_18;questao_19;questao_20;questao_21;questao_22;questao_23;questao_24;questao_25;questao_26;questao_27;questao_28;questao_29;questao_30;questao_31;questao_32;questao_33;questao_34;questao_35;questao_36;questao_37;questao_38;questao_39;questao_40;questao_41;questao_42;questao_43;questao_44;questao_45
1092.0;A;C;C;C;C;C;E;B;B;A;A;A;D;B;C;C;C;C;C;B;C;E;B;B;D;B;E;C;D;E;B;B;D;D;A;A;C;B;C;B;B;A;A;C;B
1092.0;A;C;D;D;B;B;A;A;E;D;D;C;B;B;C;A;C;A;E;C;D;A;D;C;A;E;E;A;C;C;D;E;E;B;B;B;E;D;C;A;C;B;D;B;A
1092.0;A;E;E;E;D;C;B;E;B;B;B;E;B;C;A;B;A;A;A;C;A;E;C;B;E;B;E;E;D;E;B;E;D;A;C;E;A;E;C;C;A;E;E;D;C
1092.0;A;C;A;B;D;B;A;C;C;C;A;C;B;C;B;C;B;A;A;B;A;B;C;B;A;B;B;C;A;B;B;B;C;A;B;C;C;A;B;C;D;B;D;A;B
1092.0;C;B;D;*;E;D;C;E;C;D;B;D;D;C;D;C;A;B;D;E;B;C;A;D;B;E;E;A;D;D;D;E;E;A;D;D;B;A;D;E;C;B;A;B;E
1092.0;A;D;E;C;C;D;A;E;B;C;D;A;A;B;C;E;E;A;C;C;D;D;E;E;A;C;E;B;D;E;C;A;D;A;C;C;B;C;D;C;E;E;B;B;E
1092.0;D;C;E;D;B;B;C;E;D;E;E;D;B;D;A;E;E;D;E;C;D;E;D;D;E;E;C;E;B;E;E;E;D;E;D;B;D;E;D;D;A;D;B;D;D
1092.0;A;D;D;D;C;B;A;B;B;C;E;C;A;B;C;B;B;B;D;C;A;E;C;D;B;E;A;E;E;E;D;A;D;E;D;C;E;E;E;C;D;E;B;D;D
1092.0;A;A;B;C;A;C;A;A;A;C;A;A;D;B;A;A;A;C;A;A;A;A;A;A;A;D;A;A;A;D;A;A;A;A;A;B;B;A;A;A;D;A;E;A;A
1092.0;A;B;E;B;C;C;E;D;C;A;A;C;B;B;A;A;A;E;C;A;A;A;D;C;A;C;A;B;A;E;B;B;C;C;C;A;A;A;D;A;E;C;D;C;C
1092.0;A;C;D;C;A;C;D;A;C;C;B;E;C;C;C;B;A;C;E;E;B;D;C;D;B;D;E;E;C;E;A;C;C;D;C;C;B;E;B;D;C;E;D;D;C
1092.0;D;D;D;C;C;D;E;D;A;E;B;B;D;E;D;E;D;D;E;C;D;C;E;D;C;D;B;E;A;D;E;C;A;E;D;E;E;D;E;C;C;D;B;A;E
1092.0;D;C;B;C;B;C;B;C;E;C;A;C;E;D;A;C;B;A;C;E;A;E;E;C;B;C;D;C;E;C;A;B;D;B;D;B;A;C;B;D;E;B;D;E;A
1092.0;A;A;D;C;A;B;D;E;B;D;A;E;B;A;E;C;C;B;E;E;C;B;C;C;A;C;B;E;C;A;A;B;B;A;E;B;A;B;C;C;A;C;B;C;D
1092.0;A;B;B;C;A;C;D;A;C;B;B;A;B;C;C;B;C;B;E;A;A;D;D;C;D;E;D;E;A;A;A;A;D;B;B;C;B;D;B;D;C;A;A;C;A
1092.0;D;E;D;D;B;D;E;B;E;C;B;C;D;B;E;E;D;C;E;E;B;A;D;D;E;E;C;E;C;B;B;B;D;D;B;B;D;C;D;D;C;A;B;A;D
1092.0;C;C;A;E;E;C;E;A;A;B;A;D;B;C;A;E;A;B;C;A;A;A;E;D;A;D;C;E;D;B;A;A;A;C;C;A;A;A;E;A;A;B;B;A;A
1092.0;D;C;D;C;E;C;A;C;B;B;B;C;D;B;C;C;C;C;E;A;C;C;B;C;C;D;D;A;C;B;B;C;C;A;A;C;B;C;C;C;E;D;B;A;C
1092.0;E;A;A;E;C;C;A;D;B;C;A;C;B;A;D;A;C;B;E;E;C;E;B;C;D;D;E;E;C;D;B;E;E;A;D;D;A;A;D;A;E;A;B;B;B
1092.0;D;E;D;D;E;C;A;B;C;D;B;C;D;A;D;E;B;A;D;C;D;D;E;C;D;E;C;E;B;E;A;C;D;B;D;C;B;E;E;D;D;E;E;E;E
1092.0;E;D;E;A;C;B;C;D;B;A;D;C;A;B;E;B;B;C;C;A;B;D;E;A;B;D;E;D;B;C;B;D;B;E;A;C;E;C;B;C;C;E;C;D;B
1092.0;A;D;E;C;E;C;C;B;A;E;A;E;E;C;C;D;A;A;E;E;A;E;C;C;D;B;E;C;C;A;D;C;E;A;D;E;C;D;B;E;E;A;E;A;E
1092.0;A;A;C;E;E;E;D;D;B;C;A;C;B;A;E;A;C;C;B;D;A;B;D;B;A;A;C;D;A;A;E;D;B;E;B;D;B;C;E;D;A;A;D;A;A
1092.0;E;A;D;B;A;E;E;A;E;E;B;E;B;E;A;B;C;E;E;E;E;A;C;C;E;E;D;E;D;E;C;C;A;E;E;E;B;C;E;D;E;E;C;E;A
1092.0;C;D;E;A;E;C;C;A;E;D;B;C;D;B;A;D;C;C;C;E;A;B;D;C;D;B;E;E;A;C;D;E;E;D;B;D;B;E;E;C;E;C;E;E;E
1092.0;A;C;B;A;B;C;C;D;E;D;A;C;D;B;A;C;C;B;E;C;D;D;B;B;B;B;E;E;C;C;C;D;B;D;B;D;B;B;E;C;B;E;A;A;D
1092.0;E;D;D;C;E;C;D;D;A;D;D;C;C;E;E;E;E;D;A;C;C;D;A;C;E;E;E;E;E;C;D;C;D;E;E;C;E;C;E;D;C;D;E;D;E
1092.0;A;D;E;E;A;C;D;B;A;C;A;C;B;A;E;B;B;A;E;C;D;D;B;D;A;C;E;C;A;D;A;D;E;D;B;E;C;A;C;C;B;A;A;B;A
1092.0;C;E;D;A;C;A;B;C;A;C;A;A;B;B;C;B;D;C;C;A;C;D;D;B;A;D;B;D;C;C;C;D;C;B;B;B;A;E;C;D;D;E;D;D;D
1092.0;C;E;E;C;A;B;C;E;D;B;B;C;C;B;E;C;B;A;A;D;A;D;C;C;D;C;E;D;D;A;D;C;C;D;A;B;A;A;E;A;E;C;D;C;A
1092.0;A;C;B;C;C;B;C;D;C;D;A;B;D;C;A;B;D;C;C;D;E;D;B;C;E;C;D;D;A;A;B;C;C;A;B;C;B;C;D;B;D;B;D;C;B
1092.0;E;C;D;D;C;E;A;B;C;A;B;C;B;B;B;B;E;E;E;C;A;B;D;C;E;C;E;E;C;E;E;D;E;E;C;B;E;D;D;A;E;C;B;D;D
1092.0;C;A;E;C;A;C;A;B;C;C;E;D;D;B;D;C;C;C;B;C;D;D;E;B;D;E;E;C;B;E;B;E;E;A;C;C;A;A;D;E;B;C;B;D;B
1092.0;C;D;E;C;C;C;C;A;B;D;A;A;C;C;E;B;C;A;B;C;B;B;C;D;E;C;A;B;D;E;D;C;D;A;E;B;A;E;B;B;C;A;D;E;A
1092.0;D;D;A;D;D;A;E;A;D;C;A;C;B;B;B;A;D;B;B;C;B;D;E;D;C;D;A;D;B;E;D;C;B;D;B;C;A;C;D;B;C;E;D;B;D
1092.0;A;D;B;D;C;B;C;A;E;A;A;D;B;C;E;A;D;C;C;E;E;E;A;C;A;E;D;E;A;D;E;A;A;A;B;E;E;E;C;D;E;A;C;B;D
1092.0;C;E;B;C;C;A;C;B;A;D;B;A;C;B;A;C;B;C;A;E;A;D;E;B;D;E;B;E;A;C;D;E;A;C;D;D;B;E;E;D;B;A;D;C;C
1092.0;A;E;D;A;B;C;D;E;A;E;E;B;B;B;A;B;B;A;B;C;A;E;E;C;A;A;E;E;B;E;B;B;B;E;E;E;E;D;C;C;E;E;C;B;D
1092.0;D;C;B;C;C;B;A;B;A;C;B;C;D;C;D;C;D;A;E;C;D;D;D;E;E;C;E;B;D;D;D;B;A;D;C;D;B;B;A;A;E;C;E;C;B
1092.0;A;B;C;D;B;E;B;A;C;E;A;C;E;D;C;E;C;C;A;C;B;A;D;A;C;C;B;E;D;E;D;A;C;A;B;E;A;A;E;D;B;D;E;A;D
1092.0;E;D;D;E;C;C;D;B;C;E;A;E;A;E;B;C;D;E;C;A;D;E;C;D;C;E;C;E;C;C;A;E;B;A;E;B;B;E;D;E;A;B;E;E;C
1092.0;A;C;C;C;C;B;A;B;C;A;A;C;B;B;A;A;C;C;C;B;C;E;A;B;C;D;A;B;C;A;C;D;A;A;B;D;C;D;D;A;C;A;D;C;B
1092.0;E;C;C;D;E;C;A;A;B;A;D;C;A;D;C;A;D;A;C;A;C;C;A;A;B;E;A;A;B;A;C;E;A;A;D;B;C;A;E;A;C;D;A;B;D
1092.0;C;B;D;E;C;C;E;D;A;D;A;C;D;B;B;C;A;B;E;B;C;A;B;D;C;E;E;A;D;C;B;B;E;C;C;D;C;C;B;A;E;B;B;E;A
1092.0;A;B;D;D;E;D;B;E;C;E;D;C;C;A;A;C;C;E;E;C;B;D;C;E;D;C;E;B;D;E;D;E;E;D;A;A;E;B;E;E;E;E;A;E;E
1092.0;A;B;B;D;A;C;A;A;B;D;A;C;D;B;C;A;A;B;C;C;A;A;C;C;B;A;B;B;A;B;A;B;A;A;D;A;B;A;C;C;D;D;E;D;B
1092.0;A;B;C;C;E;B;E;A;C;E;A;A;B;B;A;C;C;A;C;E;B;B;A;A;D;E;A;E;B;E;E;E;B;A;C;A;A;B;C;D;A;A;C;B;B
1092.0;B;A;D;A;C;E;B;A;C;B;C;A;B;B;C;A;D;C;C;A;B;A;C;B;B;D;E;A;C;C;A;C;B;B;C;A;A;C;D;A;C;B;C;C;B
1092.0;D;D;B;A;C;C;A;D;C;C;C;D;D;A;B;B;C;D;C;E;A;B;D;C;E;B;A;C;B;A;A;A;A;A;B;A;B;D;E;B;C;A;D;D;B
1092.0;A;C;A;E;A;C;E;E;D;C;A;A;C;D;C;B;C;B;B;D;C;D;B;D;D;C;E;A;A;C;A;C;A;A;A;D;B;A;D;C;B;E;E;C;E
1092.0;E;A;C;A;E;C;D;B;C;C;A;E;A;D;D;B;C;A;E;C;D;D;B;E;C;C;E;A;B;A;C;E;D;A;B;E;C;D;C;C;E;E;B;D;A
1092.0;D;A;D;C;D;C;B;A;C;D;B;C;A;E;C;E;C;E;C;B;A;B;E;B;A;E;B;E;A;D;C;B;A;B;C;C;B;C;C;E;C;C;B;D;C
1092.0;A;B;D;D;C;C;A;B;D;A;B;E;B;E;A;E;A;D;B;E;D;C;D;B;A;C;E;E;C;E;B;A;E;B;D;C;E;A;C;B;D;A;E;C;C
