CO_PROVA_CN;questao_1;questao_2;questao_3;questao_4;questao_5;questao_6;questao_7;questao_8;questao_9;questao_10;questao_11;questao_12;questao_13;questao_14;questao_15;questao_16;questao_17;questao_18;questao_19;questao_20;questao_21;questao_22;questao_23;questao_24;questao_25;questao_26;questao_27;questao_28;questao_29;questao_30;questao_31;questao_32;questao_33;questao_34;questao_35;questao_36;questao_37;questao_38;questao_39;questao_40;questao_41;questao_42;questao_43;questao_44;questao_45
171;C;E;D;D;C;E;E;C;D;B;A;E;C;D;B;B;C;D;C;B;E;B;A;A;E;D;A;E;D;C;D;B;C;A;E;D;A;E;E;D;B;A;D;B;D
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;E;A;B;A;C;C;E;B;A;E;C;C;E;A;B;E;E;A;C;E;B;A;D;D;C;C;C;B;E;B;B;C;C;A;B;A;D;E;B;A;B;C;A;C;C
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;E;C;B;A;E;C;D;B;E;A;A;D;C;E;B;C;D;C;C;D;C;C;D;A;E;D;A;D;A;B;C;D;C;E;A;B;A;C;C;D;C;B;A;C;C
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;E;D;D;C;B;B;E;B;D;E;B;B;D;E;B;E;B;E;D;E;E;B;B;A;C;C;C;A;C;A;B;B;C;D;B;A;E;B;B;B;E;A;A;C;A
171;A;C;B;E;E;A;E;C;A;A;B;D;D;E;D;D;A;D;D;D;D;A;B;D;C;D;B;A;B;D;E;C;E;A;E;D;D;C;B;A;C;D;A;C;E
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;B;C;D;B;C;C;E;B;A;D;A;C;D;C;B;D;E;A;E;C;A;D;B;D;C;B;C;D;B;A;A;E;A;D;E;E;A;A;D;B;D;C;A;D;C
171;A;B;C;D;A;D;B;A;E;A;A;A;E;E;B;C;B;E;C;D;C;A;C;B;C;C;B;B;C;B;D;B;B;E;A;B;A;A;B;C;A;D;A;C;A
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;C;C;E;E;A;C;C;E;E;.;E;D;D;E;D;.;.;A;.;B;.;.;.;E;C;.;D;E;E;A;B;.;.;D;A;A;D;.;.;C;A;.;A;.;C
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;B;E;D;B;A;C;E;D;E;D;A;C;B;E;A;D;D;E;C;D;D;C;B;E;C;B;E;A;D;D;A;D;E;A;B;D;A;B;A;E;B;C;D;C;E
171;E;D;E;C;E;C;E;E;C;C;A;C;C;C;E;A;E;C;E;E;E;C;C;D;C;E;C;A;C;E;A;A;E;E;C;E;E;C;D;E;C;C;A;A;C
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;B;C;E;C;E;E;E;A;C;D;A;C;C;C;D;D;B;E;B;D;C;B;A;E;C;A;C;D;E;E;D;D;D;E;E;C;B;A;C;B;C;C;A;C;C
171;A;D;A;B;C;C;D;B;E;C;A;E;C;E;C;D;E;E;C;E;A;C;B;C;B;E;B;E;D;A;A;B;A;B;D;C;A;B;D;B;E;D;A;B;A
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;D;B;C;B;A;C;C;B;C;E;D;D;B;E;B;D;E;C;D;D;C;E;A;B;C;A;C;E;E;A;B;D;C;E;B;E;A;C;B;D;B;C;A;D;A
171;D;C;D;C;A;C;B;E;C;C;A;C;C;E;B;D;D;E;B;D;C;C;B;D;C;E;D;B;*;C;D;E;B;E;C;D;B;B;C;C;D;D;C;B;B
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;B;A;D;A;E;C;E;E;B;A;C;A;C;E;C;B;E;A;A;B;C;C;B;A;E;D;E;A;C;A;E;C;C;E;E;D;B;C;C;D;E;B;A;B;A
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;C;B;B;D;A;B;B;A;C;D;D;D;C;C;D;E;B;C;B;A;B;A;A;A;B;A;B;A;*;A;A;A;B;E;E;D;D;A;B;D;C;A;B;C;A
171;D;D;A;B;E;B;A;C;D;D;B;B;C;D;D;C;B;A;D;C;D;D;D;D;C;A;B;E;E;B;A;C;B;E;C;A;C;D;B;A;D;D;E;A;B
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
