CO_PROVA_CN;questao_1;questao_2;questao_3;questao_4;questao_5;questao_6;questao_7;questao_8;questao_9;questao_10;questao_11;questao_12;questao_13;questao_14;questao_15;questao_16;questao_17;questao_18;questao_19;questao_20;questao_21;questao_22;questao_23;questao_24;questao_25;questao_26;questao_27;questao_28;questao_29;questao_30;questao_31;questao_32;questao_33;questao_34;questao_35;questao_36;questao_37;questao_38;questao_39;questao_40;questao_41;questao_42;questao_43;questao_44;questao_45
275.0;A;D;C;E;B;A;C;E;C;D;A;B;C;A;E;D;C;A;D;C;B;D;A;E;D;B;A;E;D;B;E;C;B;C;A;B;D;D;E;B;E;D;A;D;C
275.0;A;D;A;A;A;D;B;E;A;E;B;E;C;B;A;B;C;E;D;D;D;B;D;D;C;B;B;C;B;E;D;E;E;A;E;C;D;B;C;B;C;B;A;A;B
275.0;B;D;A;E;A;B;C;C;C;D;A;C;D;E;E;B;C;A;B;D;D;A;E;C;A;C;A;E;D;C;D;C;C;C;E;C;B;D;D;E;E;D;A;A;E
275.0;C;D;C;D;D;D;C;C;A;B;B;E;E;B;B;B;C;A;B;C;D;B;B;A;A;B;A;D;D;C;B;E;A;B;C;B;B;B;C;D;A;D;A;A;D
275.0;C;D;C;C;E;A;A;C;A;B;E;A;B;B;D;B;C;B;C;D;C;A;C;A;C;E;B;B;D;D;E;C;A;D;C;B;E;A;A;D;B;D;C;E;B
275.0;A;D;C;C;C;C;D;C;E;E;C;C;B;B;A;B;D;C;B;B;C;D;B;E;C;E;A;B;C;B;D;D;C;D;E;C;D;B;C;D;A;D;B;B;C
275.0;D;C;D;C;B;C;C;C;D;E;D;E;C;E;C;D;C;C;B;D;B;B;D;C;C;C;B;D;D;C;D;D;D;B;A;B;C;B;C;C;D;D;B;C;B
275.0;A;D;C;C;C;B;C;C;A;B;A;E;D;E;B;B;C;D;B;A;D;A;C;E;B;B;C;D;B;C;A;B;D;B;E;B;C;C;C;B;D;D;A;A;D
275.0;A;D;C;A;D;B;B;C;C;D;C;E;B;B;C;B;C;C;B;C;B;D;B;A;D;B;C;D;C;C;E;A;D;B;C;B;B;B;C;D;A;D;A;C;D
275.0;A;D;D;D;C;E;C;E;A;C;D;C;B;B;C;D;E;C;D;C;C;D;E;E;A;B;C;B;C;B;B;D;D;B;D;B;D;A;C;D;E;D;A;B;A
275.0;D;E;D;E;D;B;A;A;A;B;D;A;C;B;B;D;E;C;D;C;D;B;A;E;D;B;D;E;A;A;C;D;D;*;A;E;C;A;E;D;E;D;A;A;C
275.0;B;A;B;A;C;B;D;C;A;D;E;E;C;D;B;D;A;C;A;C;C;B;D;A;D;E;B;D;C;A;B;C;E;B;A;C;B;D;E;C;A;B;D;E;C
275.0;A;D;D;E;A;B;C;C;A;E;A;B;D;D;A;B;C;C;B;C;D;A;B;A;B;C;A;E;C;E;E;C;A;B;A;E;D;E;C;A;D;D;B;D;D
275.0;E;D;C;B;D;E;A;E;E;C;B;A;C;A;B;B;C;A;D;C;B;D;B;C;A;A;E;B;A;C;E;A;C;B;C;C;B;D;E;E;A;D;D;E;D
275.0;B;D;B;B;B;C;E;D;A;E;A;C;D;C;B;B;C;A;A;C;D;B;A;D;C;B;A;B;C;C;D;C;C;A;B;B;B;E;C;C;A;D;A;D;D
275.0;E;D;D;C;A;B;C;C;C;B;D;B;C;E;E;B;A;E;D;D;C;A;B;E;A;A;E;D;A;C;E;A;E;E;B;E;D;C;E;E;E;A;A;E;B
275.0;B;D;D;E;E;A;C;C;A;E;B;D;C;C;A;B;C;E;D;D;B;A;B;C;A;A;B;E;A;B;B;D;E;A;C;E;D;E;B;D;B;D;D;C;B
275.0;B;D;C;D;B;D;A;B;C;E;A;E;B;B;C;D;B;C;B;D;D;A;B;E;A;C;E;B;E;C;D;B;D;B;A;B;E;A;C;C;E;D;A;A;D
275.0;B;D;A;C;*;A;C;E;D;B;A;E;E;C;B;B;C;D;B;D;D;C;D;A;E;D;C;B;B;C;E;B;E;C;B;A;C;E;C;C;A;D;A;B;D
275.0;D;D;D;C;E;A;A;E;E;E;A;B;E;C;A;C;C;D;A;E;C;A;C;A;D;B;D;C;E;C;E;A;C;D;B;B;D;A;A;C;D;A;B;D;A
275.0;B;D;D;D;D;C;C;C;B;E;A;E;E;B;C;A;C;C;B;E;D;A;C;E;D;A;C;D;C;C;B;B;D;B;D;B;B;E;B;C;A;D;A;B;D
275.0;A;D;E;D;D;C;A;C;B;D;B;A;C;C;D;D;A;B;D;D;B;C;C;A;C;E;A;C;D;C;B;C;E;A;C;B;D;E;A;D;C;E;D;C;A
275.0;A;E;C;A;D;B;B;C;C;D;A;C;B;C;A;A;C;A;B;A;B;C;E;E;E;E;E;B;A;C;E;A;C;B;B;B;D;C;C;A;E;D;A;A;A
275.0;A;D;C;B;C;A;C;C;E;B;C;B;C;B;C;B;B;C;B;D;E;B;B;A;C;B;D;E;A;C;E;B;E;C;C;B;A;B;C;D;A;D;A;C;B
275.0;B;B;C;A;B;A;B;D;E;E;A;C;C;E;A;E;C;D;D;D;C;C;A;D;B;A;A;B;B;B;E;A;E;B;C;E;C;A;C;B;D;E;A;D;B
275.0;D;B;B;D;D;C;A;C;A;C;A;E;A;A;E;E;C;D;E;C;C;D;A;B;D;B;E;D;C;B;E;A;E;B;D;A;D;D;C;B;A;D;E;D;B
275.0;D;D;C;E;B;D;E;C;C;C;A;C;D;B;A;B;C;A;B;D;D;A;C;A;D;A;E;E;B;B;C;A;D;E;C;B;A;A;C;B;D;D;A;D;E
275.0;D;D;D;A;B;E;A;E;D;E;C;A;E;C;C;A;D;A;E;D;C;A;B;A;D;C;C;E;A;C;B;A;E;C;C;A;B;D;C;B;E;D;A;C;B
275.0;A;C;B;A;E;C;D;D;B;D;D;A;E;B;C;A;C;B;D;D;C;E;A;B;A;E;D;C;C;C;B;B;A;C;D;B;E;C;B;D;A;E;C;B;D
275.0;B;D;D;B;C;E;D;C;A;B;B;D;C;C;D;A;E;B;B;B;A;D;A;B;A;E;A;D;C;B;E;B;C;D;A;C;C;B;B;A;D;B;B;B;D
275.0;A;D;C;D;A;B;A;A;A;E;B;C;C;C;A;A;A;C;D;D;C;B;A;C;B;B;A;D;C;A;A;A;C;B;A;E;D;B;B;E;B;C;A;C;D
275.0;A;D;C;D;B;D;C;C;A;E;D;E;C;B;C;D;E;D;D;C;A;B;A;E;D;C;E;E;C;C;E;A;C;D;C;E;E;E;E;C;A;D;B;C;E
275.0;D;A;*;E;C;C;C;D;A;E;C;A;A;C;A;E;C;C;D;D;E;D;E;E;C;D;B;C;A;B;D;D;A;C;C;B;B;A;A;C;B;A;A;B;D
275.0;A;D;D;E;E;B;E;C;C;C;D;E;A;C;A;D;E;C;B;D;A;B;A;C;B;C;A;D;D;A;E;A;A;E;B;C;C;E;E;C;B;D;A;A;A
275.0;A;D;C;B;E;B;C;C;C;D;E;A;B;B;A;B;D;C;B;C;E;A;E;C;D;A;E;D;C;C;E;B;E;B;E;D;A;C;C;D;B;D;A;A;D
275.0;E;D;C;E;D;C;D;C;C;E;D;A;B;D;E;E;C;D;B;C;B;C;E;B;B;D;E;B;B;B;B;C;C;D;C;A;E;E;C;B;E;D;A;D;E
275.0;A;D;C;A;A;D;E;B;D;D;B;A;A;B;A;A;C;A;B;D;C;C;C;A;B;B;A;C;D;C;B;A;A;C;C;B;B;B;A;C;B;D;A;B;C
275.0;D;E;B;B;A;B;C;D;E;D;A;E;D;C;A;D;A;B;D;E;B;C;A;A;C;A;A;A;D;D;E;D;C;E;D;C;D;D;D;C;C;D;A;D;B
275.0;E;D;C;A;A;B;A;B;A;B;C;A;D;C;E;C;C;E;C;D;E;E;E;D;A;E;C;B;C;C;E;A;A;E;E;C;A;A;D;B;E;D;A;C;E
275.0;C;D;C;C;B;A;D;C;A;B;B;E;C;D;C;E;C;A;B;D;B;C;B;A;C;B;A;C;A;C;B;C;C;D;B;B;C;B;D;C;B;C;E;B;C
275.0;A;E;B;E;B;C;D;C;C;E;C;D;B;C;C;B;E;A;B;A;D;A;B;A;A;B;E;D;C;C;E;A;B;B;E;B;A;D;A;D;E;D;E;C;E
275.0;B;C;D;C;B;C;C;C;C;E;C;D;C;C;C;D;C;D;D;C;D;C;A;E;C;A;C;B;E;E;D;B;C;D;C;C;A;D;C;D;B;E;C;C;C
275.0;B;E;D;A;C;A;C;C;A;E;A;D;E;D;C;B;C;D;B;D;E;A;A;C;D;B;E;A;B;C;E;D;A;D;C;D;B;B;C;D;E;D;A;E;E
275.0;D;D;D;C;A;D;A;E;D;E;D;B;C;D;A;E;E;C;C;A;A;C;B;C;B;B;A;B;B;C;D;B;D;B;B;B;C;E;D;C;B;D;A;B;D
275.0;B;D;D;D;B;B;E;D;C;D;D;E;B;C;C;B;C;A;B;D;D;E;B;A;B;D;B;D;B;B;C;D;C;C;B;C;D;B;A;C;B;D;A;D;D
275.0;C;E;D;C;B;D;A;B;D;A;B;E;E;D;C;D;E;C;C;D;B;C;E;B;C;B;A;C;E;C;D;C;C;B;C;E;C;E;B;C;C;B;C;A;D
275.0;B;D;D;C;E;B;E;C;A;E;B;B;E;C;B;B;C;C;D;D;E;A;C;C;B;B;D;C;B;C;D;B;D;E;B;D;B;E;A;A;E;D;E;A;D
275.0;B;D;D;A;B;A;E;C;A;E;A;A;D;D;B;D;C;C;A;D;D;C;A;A;B;A;A;C;B;B;E;A;D;A;B;B;C;C;A;A;C;E;A;D;C
275.0;B;D;D;C;D;B;A;C;D;B;D;D;E;B;B;E;C;B;B;D;C;D;A;A;E;C;E;D;A;C;C;E;C;D;C;A;C;D;A;E;C;C;A;D;E
275.0;D;D;D;E;B;A;A;C;C;D;E;E;E;C;A;B;C;E;C;D;D;D;C;C;B;B;E;E;B;C;D;A;B;D;E;E;C;D;C;E;B;D;A;D;B
275.0;B;C;C;B;C;A;C;B;C;B;B;A;A;D;C;E;B;E;D;D;D;B;A;*;D;B;A;C;B;B;E;E;C;B;D;B;E;E;E;.;D;D;A;D;A
275.0;B;D;C;E;C;E;C;A;A;E;A;A;D;C;E;B;C;A;D;A;A;B;E;A;A;B;E;A;D;E;C;C;D;B;B;A;C;B;B;D;E;D;A;A;E
275.0;A;D;C;A;D;B;C;C;A;D;B;A;E;C;B;A;B;A;D;D;C;D;A;E;C;C;A;C;A;C;C;C;E;E;D;D;D;A;C;A;E;D;B;A;E
275.0;A;D;C;E;B;D;C;A;B;E;B;D;C;B;D;C;D;B;B;C;B;C;B;E;B;C;A;B;B;C;A;B;C;B;C;B;B;A;B;B;E;D;E;C;B
275.0;C;C;D;D;B;D;E;A;B;E;A;E;B;A;C;D;C;A;C;C;C;D;E;C;D;B;A;B;D;C;E;D;E;A;C;E;B;B;B;C;A;D;A;B;E
275.0;C;D;C;C;B;D;C;A;A;E;D;E;D;A;A;C;A;D;E;D;C;C;B;E;B;C;A;C;B;E;C;E;E;B;B;D;B;C;A;C;B;D;A;D;C
275.0;B;B;D;E;B;B;D;B;C;D;E;A;B;D;C;B;C;A;B;C;B;E;C;C;C;A;D;C;C;C;E;B;E;E;E;D;B;D;B;A;E;D;A;C;B
275.0;A;B;D;A;B;D;E;C;A;C;B;C;C;C;A;C;B;D;B;B;C;A;B;E;C;B;A;B;A;C;E;A;A;C;D;C;B;E;C;D;E;D;A;B;E
275.0;D;*;C;E;C;B;B;C;A;E;E;E;B;B;C;B;C;D;B;C;C;A;B;A;A;B;C;D;A;C;E;A;D;B;C;B;B;A;C;A;D;D;A;B;D
275.0;C;D;D;B;B;D;A;C;E;B;A;E;B;D;C;B;A;A;B;D;D;A;D;C;B;B;E;B;D;C;E;C;D;C;C;B;C;E;E;B;B;C;E;E;E
275.0;C;A;C;E;D;B;C;C;C;B;A;D;E;E;E;E;E;E;A;D;D;D;B;E;C;A;A;B;A;C;B;C;B;E;D;E;D;D;C;C;A;C;A;D;E
275.0;D;D;D;A;D;B;A;A;A;D;C;C;D;C;A;D;E;D;B;D;C;A;D;A;E;B;A;E;D;D;D;C;C;A;C;E;C;E;D;C;D;D;E;D;E
275.0;A;D;C;A;B;C;C;D;C;B;D;A;B;C;A;B;A;D;B;E;E;A;C;C;D;B;C;E;D;C;A;A;E;C;B;B;C;B;C;D;E;C;E;B;C
275.0;E;A;D;B;D;C;A;E;D;E;A;A;E;B;B;B;D;B;B;C;A;C;B;E;E;A;A;C;A;B;C;A;C;E;B;D;C;B;C;D;A;D;A;E;A
275.0;B;D;C;D;A;C;C;A;D;D;B;C;B;C;E;A;C;B;D;C;D;A;A;B;E;B;E;D;D;B;C;A;A;B;B;E;A;C;A;A;C;D;B;D;E
275.0;E;D;C;C;C;D;B;A;D;E;A;D;C;D;C;B;C;C;D;C;C;B;C;C;D;B;C;C;D;D;C;C;B;A;E;E;A;D;C;D;E;D;D;C;C
275.0;D;E;D;E;A;B;C;C;C;D;B;E;C;D;A;B;B;D;D;B;E;A;E;E;C;B;C;A;C;C;E;A;C;B;A;A;C;A;C;B;D;C;D;D;B
275.0;A;D;C;A;E;D;B;D;C;C;B;E;B;B;C;B;A;A;E;D;D;A;B;A;B;B;A;C;A;B;B;A;A;C;E;D;B;D;C;B;E;D;A;C;C
275.0;A;C;D;C;E;E;A;C;D;E;B;C;B;A;C;A;C;B;D;D;C;A;E;E;E;B;C;E;D;C;E;A;A;E;A;B;B;A;D;A;B;D;E;D;E
275.0;E;D;B;C;D;A;C;C;A;D;C;E;B;E;E;E;C;C;B;C;D;A;C;A;B;B;A;E;A;C;E;D;D;B;D;B;A;B;C;D;B;D;A;B;D
275.0;B;D;C;E;D;B;D;E;C;D;E;D;D;B;E;A;E;D;D;D;A;D;A;E;E;E;A;B;C;E;E;A;A;E;D;E;E;E;C;D;D;D;D;D;B
275.0;C;D;B;A;E;D;A;B;A;B;C;D;E;C;A;D;A;C;D;E;A;C;B;A;D;C;B;D;C;D;B;C;A;B;D;B;A;B;A;D;E;D;B;E;C
275.0;D;D;C;C;B;C;D;E;C;D;A;E;D;A;D;B;E;A;B;D;C;C;A;E;B;C;A;D;D;C;C;B;E;E;A;B;B;E;C;C;A;D;A;A;E
275.0;C;D;D;C;D;A;C;B;C;D;D;E;C;A;D;B;A;C;D;C;A;D;D;E;C;A;D;E;B;C;B;C;B;D;A;D;B;E;C;C;B;A;D;B;C
275.0;B;D;C;A;D;D;C;A;C;C;A;C;E;B;D;B;C;E;B;C;E;D;C;E;B;B;C;B;B;B;A;C;E;B;B;D;B;E;B;D;B;C;A;E;D
275.0;C;D;D;A;E;D;A;A;C;B;A;C;E;B;E;A;C;B;E;D;A;A;E;C;C;B;E;C;D;C;E;C;C;E;A;E;D;B;D;C;D;D;E;C;D
275.0;A;B;D;C;E;A;A;E;E;B;E;A;B;C;E;E;D;E;B;C;B;A;A;E;E;A;E;E;E;C;D;C;E;E;C;C;E;A;A;E;A;D;E;E;A
275.0;C;D;D;B;A;B;A;D;A;D;D;C;A;B;C;A;D;C;D;E;B;B;A;E;B;A;C;E;A;C;E;B;A;B;C;E;B;B;A;B;C;D;A;C;A
275.0;D;D;C;E;B;C;C;E;A;E;A;C;E;E;C;D;C;A;D;D;B;A;D;C;B;B;B;B;D;C;E;B;E;B;D;B;E;C;E;B;B;D;E;D;B
275.0;D;E;E;C;E;B;D;C;C;E;B;E;B;C;E;A;C;A;B;C;C;B;C;C;D;C;E;D;E;D;B;C;B;B;C;D;C;E;A;D;B;D;C;C;E
275.0;D;D;B;D;C;B;C;C;A;E;A;A;A;C;A;C;C;E;B;D;D;C;B;A;D;B;B;D;B;B;E;C;B;A;C;B;B;B;B;C;E;D;B;A;E
275.0;C;D;D;D;A;E;C;C;A;E;A;A;B;C;A;D;C;B;D;B;D;A;E;B;E;C;E;D;D;C;E;A;E;A;C;D;B;A;C;A;D;C;A;C;E
275.0;A;E;A;B;C;E;A;D;C;E;C;B;B;B;D;C;C;E;A;E;C;C;C;E;E;B;D;C;E;C;D;D;C;E;A;D;C;E;C;C;B;E;E;B;D
275.0;B;D;D;B;D;C;D;A;C;D;B;E;A;C;E;D;E;A;D;C;C;D;A;C;B;C;E;B;C;B;B;A;C;B;A;D;C;E;C;B;D;D;E;D;A
275.0;A;A;A;D;C;B;E;C;A;B;E;B;D;C;E;C;C;E;B;D;A;B;E;B;D;A;D;C;A;C;A;E;D;B;C;C;E;B;C;C;C;D;E;B;D
